site,Date.dd.mm.yyyy.,REFR.440.,REFR.676.,REFR.869.,REFR.1020.,REFI.440.,REFI.676.,REFI.869.,REFI.1020.,SSA676.T,SSA869.T,SSA1020.T,ASYM440.T,ASYM676.T,ASYM869.T,VolCon.F,VolMedianRad.F,StdDev.F,VolCon.C,VolMedianRad.C,StdDev.C,X.sphericity,SSA440.T,ASYM1020.T,X0.05,X0.065604,X0.086077,X0.112939,X0.148184,X0.194429,X0.255105,X0.334716,X0.439173,X0.576227,X0.756052,X0.991996,X1.301571,X1.707757,X2.240702,X2.939966,X3.857452,X5.06126,X6.640745,X8.713145,X11.432287,X15,RadiativeForcing.BOA.,RadiativeForcing.TOA.,ForcingEfficiency.BOA.,ForcingEfficiency.TOA.,sky_error,AOT_1020,AOT_870,AOT_675,AOT_440,Water.cm.
Kanpur,2002/1/9,1.499,1.5138,1.5108,1.5053,0.030211,0.023577,0.019571,0.018253,0.8415,0.8327,0.819,0.693923,0.606382,0.561249,0.07,0.174,0.468,0.058,3.413,0.563,98.940948,0.8456,0.54299,0.00064,0.004481,0.018239,0.043795,0.064408,0.059198,0.034901,0.016019,0.007802,0.005148,0.005009,0.006602,0.010038,0.015629,0.024251,0.036024,0.044483,0.038519,0.02225,0.009014,0.002685,0.000598,-109.58041,-22.89829,-228.72495,-47.79513,3.331005,0.151621,0.212184,0.343364,0.650607,1.152179
Kanpur,2002/1/9,1.5235,1.5273,1.5205,1.5161,0.030848,0.024841,0.021368,0.020165,0.8404,0.8278,0.8136,0.691777,0.60979,0.563246,0.064,0.173,0.427,0.056,3.168,0.601,98.961917,0.8498,0.541548,0.000807,0.004248,0.01509,0.03644,0.059394,0.060528,0.036037,0.015338,0.007129,0.004802,0.004875,0.006604,0.010169,0.016046,0.025199,0.037045,0.043295,0.034042,0.018074,0.007244,0.002366,0.000644,-112.42528,-20.33448,-231.06084,-41.79222,3.530024,0.150651,0.212948,0.346871,0.658278,1.180671
Kanpur,2002/1/10,1.5745,1.5295,1.5125,1.496,0.022002,0.029622,0.031127,0.029686,0.8399,0.8055,0.786,0.700084,0.668815,0.627829,0.079,0.225,0.446,0.074,3.199,0.567,85.972404,0.8843,0.602358,0.001031,0.002941,0.007284,0.016689,0.037641,0.072526,0.080308,0.042522,0.016907,0.008393,0.006789,0.009043,0.015444,0.025037,0.036597,0.047711,0.052973,0.043206,0.02407,0.009712,0.003063,0.000785,-117.53033,-27.25779,-169.66161,-39.34815,2.483369,0.249685,0.334965,0.509547,0.863124,1.012462
Kanpur,2002/1/11,1.5496,1.5409,1.5343,1.5208,0.020261,0.023207,0.024218,0.02248,0.8565,0.8254,0.8143,0.705953,0.65704,0.61872,0.058,0.209,0.466,0.071,3.106,0.523,77.286261,0.8858,0.598504,0.000674,0.002977,0.008626,0.018206,0.033036,0.051753,0.052604,0.027038,0.009914,0.005001,0.004979,0.008452,0.015565,0.023532,0.034009,0.049784,0.060887,0.043314,0.016643,0.004736,0.001439,0.000557,-77.40096,-23.41738,-156.05614,-47.21421,2.572421,0.190047,0.250994,0.374081,0.623792,1.014956
Kanpur,2002/1/12,1.4507,1.4962,1.5087,1.5085,0.029169,0.023817,0.021251,0.019081,0.8358,0.8285,0.8246,0.714772,0.630309,0.591727,0.065,0.174,0.514,0.046,3.133,0.552,16.725452,0.8312,0.575558,0.000396,0.005668,0.025998,0.045043,0.046343,0.042487,0.035399,0.022455,0.010509,0.004943,0.003567,0.004664,0.008995,0.017411,0.026748,0.032339,0.031049,0.023389,0.01367,0.006065,0.001963,0.000452,-83.17718,-21.08547,-213.67867,-54.16767,1.974613,0.151997,0.199616,0.297625,0.505117,1.00737
Kanpur,2002/11/24,1.5364,1.566,1.5761,1.5697,0.034677,0.035502,0.023566,0.020018,0.7884,0.8111,0.8155,0.692798,0.613984,0.579936,0.092,0.168,0.451,0.133,2.852,0.597,59.35576,0.824,0.575732,0.000792,0.006111,0.026772,0.064288,0.089451,0.074121,0.039804,0.020025,0.012902,0.011961,0.014696,0.021002,0.03145,0.045749,0.065774,0.091426,0.101333,0.068647,0.029137,0.010223,0.00339,0.001055,-127.13204,-22.69256,-169.64738,-30.28137,2.159119,0.299875,0.383904,0.567581,0.978724,1.558993
Kanpur,2002/11/24,1.5788,1.5968,1.5998,1.5897,0.035522,0.037623,0.026385,0.023602,0.7873,0.8002,0.798,0.683917,0.615898,0.586544,0.079,0.171,0.466,0.124,2.765,0.567,55.236131,0.8265,0.584045,0.000736,0.005581,0.023286,0.052453,0.072315,0.062243,0.035541,0.019472,0.012929,0.011035,0.01212,0.017332,0.028555,0.046652,0.071783,0.09671,0.09166,0.052355,0.021447,0.007973,0.002701,0.000769,-96.91255,-18.63725,-138.76765,-26.68641,2.665583,0.283002,0.36067,0.529676,0.906141,1.516198
Kanpur,2002/11/27,1.5481,1.5649,1.5604,1.5491,0.026679,0.025824,0.01981,0.017904,0.8127,0.819,0.8138,0.692502,0.630366,0.610395,0.054,0.168,0.469,0.102,2.771,0.547,50.97935,0.8427,0.612226,0.000583,0.004761,0.018295,0.03633,0.046163,0.041654,0.026304,0.013441,0.007689,0.006474,0.008441,0.014413,0.025246,0.039726,0.05862,0.078612,0.078098,0.0465,0.017033,0.004872,0.00137,0.00042,-75.84528,-17.60663,-166.70185,-38.69797,3.832261,0.189613,0.237507,0.3448,0.592377,0.832645
Kanpur,2002/11/27,1.5637,1.584,1.5742,1.5595,0.032292,0.025503,0.018808,0.016808,0.8143,0.8233,0.8192,0.681979,0.616348,0.599937,0.054,0.167,0.479,0.111,2.9,0.592,82.442671,0.8256,0.605471,0.000703,0.004738,0.017804,0.038357,0.04981,0.039307,0.022123,0.012565,0.009025,0.008814,0.011277,0.016769,0.025347,0.037393,0.055229,0.076529,0.082266,0.058678,0.027679,0.009381,0.002424,0.000487,-94.54255,-20.08006,-200.84567,-42.65796,4.447748,0.193846,0.243739,0.356072,0.612188,0.850246
Kanpur,2002/12/3,1.508,1.5431,1.5418,1.5303,0.023564,0.022113,0.016607,0.014818,0.843,0.8459,0.8431,0.697759,0.620638,0.589731,0.074,0.177,0.456,0.107,2.959,0.58,98.70117,0.8596,0.584653,0.000757,0.004556,0.017517,0.043263,0.068193,0.063279,0.03686,0.019472,0.012419,0.010394,0.011034,0.014056,0.020679,0.03242,0.05011,0.075283,0.089186,0.062053,0.024481,0.007102,0.001995,0.000615,-107.58671,-27.55428,-187.07873,-47.91316,3.840737,0.225689,0.292642,0.437798,0.743558,0.824809
Kanpur,2002/12/4,1.5198,1.5668,1.5781,1.574,0.026198,0.024173,0.013445,0.010122,0.8249,0.8643,0.8782,0.706976,0.631207,0.598778,0.085,0.174,0.456,0.172,2.95,0.569,60.55781,0.8394,0.5927,0.000817,0.005674,0.022685,0.051707,0.07597,0.073168,0.042374,0.020899,0.012649,0.011826,0.016489,0.026249,0.03802,0.050822,0.073556,0.118452,0.154211,0.10341,0.035193,0.009054,0.002471,0.000807,-140.09629,-31.23174,-195.86354,-43.66396,1.590926,0.314203,0.391849,0.560536,0.902236,1.092032
Kanpur,2002/12/5,1.5571,1.5749,1.5716,1.5587,0.025887,0.023531,0.016053,0.014073,0.8376,0.8506,0.8528,0.703177,0.639752,0.609453,0.053,0.183,0.453,0.102,2.833,0.574,56.91597,0.8495,0.603246,0.000595,0.003476,0.012008,0.026332,0.042551,0.049233,0.034024,0.016176,0.008325,0.006869,0.009459,0.016586,0.026488,0.036157,0.050116,0.071451,0.080756,0.053743,0.020769,0.005932,0.001594,0.00045,-81.69611,-22.63822,-167.86374,-46.51552,2.322362,0.203139,0.257436,0.374071,0.61533,1.002027
Kanpur,2002/12/5,1.5474,1.5742,1.5644,1.5555,0.028688,0.024858,0.01879,0.017302,0.838,0.8444,0.8372,0.697489,0.626354,0.595509,0.079,0.184,0.454,0.117,2.682,0.591,86.001362,0.8456,0.585722,0.001039,0.004876,0.01643,0.039647,0.066857,0.072762,0.047865,0.023776,0.013425,0.011133,0.013319,0.019644,0.03098,0.047613,0.068419,0.085136,0.077558,0.047839,0.021698,0.008196,0.002772,0.000857,-154.63358,-23.15807,-221.75763,-33.21063,4.919464,0.273156,0.355929,0.536364,0.883721,1.129217
Kanpur,2002/12/7,1.4605,1.51,1.5218,1.5175,0.030252,0.024134,0.015954,0.013889,0.8108,0.8308,0.8361,0.719531,0.630102,0.597353,0.054,0.168,0.424,0.093,2.914,0.575,71.724452,0.816,0.595241,0.000422,0.003036,0.013287,0.035383,0.055879,0.047835,0.023908,0.010532,0.006131,0.005708,0.008029,0.013719,0.02217,0.031516,0.04509,0.064755,0.072941,0.050084,0.021149,0.00667,0.001861,0.000492,-72.85744,-17.48264,-187.80012,-45.06392,2.486272,0.16354,0.205882,0.299232,0.49848,1.362863
Kanpur,2002/12/7,1.4536,1.5173,1.525,1.5295,0.028391,0.025842,0.019249,0.017652,0.8029,0.8147,0.8102,0.710236,0.617417,0.590764,0.055,0.158,0.439,0.078,2.886,0.582,35.249431,0.8202,0.588482,0.000674,0.005006,0.019686,0.042357,0.053668,0.042331,0.021843,0.009622,0.005425,0.004937,0.006779,0.011168,0.018524,0.029087,0.042581,0.054907,0.054783,0.038518,0.019132,0.00704,0.001987,0.000435,-94.63616,-13.36201,-259.89103,-36.69493,3.988055,0.148852,0.190434,0.287048,0.465544,1.379752
Kanpur,2002/12/7,1.4872,1.5459,1.5572,1.5597,0.030054,0.025529,0.018599,0.016959,0.8182,0.8308,0.8252,0.714125,0.618821,0.585017,0.051,0.166,0.417,0.078,2.899,0.578,14.948195,0.8282,0.579884,0.000415,0.002921,0.012871,0.034826,0.054385,0.044912,0.021453,0.009073,0.005238,0.00487,0.00659,0.01056,0.017367,0.028197,0.043496,0.057161,0.055145,0.036815,0.01809,0.007112,0.002328,0.000638,-89.27376,-18.02696,-233.47012,-47.14439,4.325384,0.157217,0.200374,0.296989,0.489428,1.371492
Kanpur,2002/12/8,1.5382,1.5615,1.5598,1.5484,0.025384,0.025388,0.01727,0.014774,0.8233,0.8403,0.8418,0.703479,0.636029,0.60604,0.065,0.181,0.45,0.126,2.992,0.569,71.900097,0.8503,0.601283,7e-04,0.003729,0.013582,0.033756,0.057814,0.060475,0.036312,0.018072,0.010864,0.009306,0.011163,0.016734,0.025852,0.03768,0.056908,0.087644,0.106803,0.074845,0.029041,0.008096,0.002152,0.000623,-107.0086,-25.04458,-188.33875,-44.0793,2.215551,0.234738,0.2982,0.435905,0.724645,1.36294
Kanpur,2002/12/8,1.4887,1.5321,1.539,1.5312,0.02409,0.023199,0.016107,0.014153,0.8256,0.8377,0.84,0.712498,0.633126,0.60194,0.067,0.173,0.441,0.118,2.883,0.549,68.785789,0.8475,0.598449,0.000565,0.004062,0.017031,0.041381,0.06214,0.058655,0.034459,0.016148,0.008747,0.007418,0.010071,0.016868,0.026308,0.037295,0.057223,0.090752,0.103225,0.060221,0.020505,0.005834,0.001647,0.000464,-86.32226,-22.04164,-166.96111,-42.63207,2.240934,0.217517,0.274988,0.400165,0.661714,1.304944
Kanpur,2002/12/9,1.496,1.5373,1.5468,1.5398,0.024225,0.021046,0.014526,0.012852,0.8399,0.8534,0.854,0.711606,0.629818,0.596428,0.06,0.172,0.433,0.103,2.912,0.56,54.586127,0.8501,0.59196,0.000529,0.003594,0.01477,0.036735,0.057097,0.053729,0.03034,0.013648,0.007273,0.006181,0.008533,0.014854,0.024008,0.033735,0.048448,0.07294,0.08657,0.057161,0.020669,0.005537,0.001498,0.000472,-79.09211,-22.46465,-169.78596,-48.22457,2.277035,0.193262,0.244998,0.357092,0.600065,1.074577
Kanpur,2002/12/9,1.5098,1.5545,1.5642,1.5604,0.025371,0.023337,0.015508,0.013504,0.8353,0.8513,0.8546,0.713352,0.627384,0.59142,0.058,0.173,0.424,0.097,3.038,0.583,23.788255,0.8498,0.584884,0.000529,0.003169,0.012704,0.033873,0.057332,0.054165,0.028431,0.012216,0.00676,0.005994,0.007988,0.012828,0.020468,0.030932,0.046034,0.065318,0.073988,0.055703,0.027268,0.009526,0.002574,0.000555,-91.31194,-23.67545,-197.6723,-51.25268,2.601406,0.18986,0.241735,0.354963,0.592661,1.092061
Kanpur,2002/12/9,1.533,1.567,1.5591,1.5529,0.029897,0.025799,0.019241,0.017627,0.8309,0.84,0.8339,0.716671,0.637435,0.606738,0.056,0.183,0.439,0.087,2.856,0.588,19.867091,0.8407,0.599293,0.000507,0.002766,0.010628,0.028328,0.049872,0.05277,0.032571,0.015606,0.008833,0.007324,0.008605,0.012381,0.019456,0.031523,0.048686,0.063554,0.061156,0.040965,0.020053,0.007731,0.002448,0.000644,-109.36639,-18.52094,-229.11227,-38.79962,4.11224,0.19065,0.246521,0.370153,0.603447,1.160104
Kanpur,2002/12/10,1.4981,1.5371,1.5425,1.5375,0.023009,0.022182,0.014771,0.012561,0.8282,0.8444,0.8505,0.712608,0.63632,0.611113,0.044,0.168,0.445,0.086,3.151,0.568,22.056403,0.8524,0.610839,4e-04,0.003035,0.012598,0.029437,0.041491,0.03603,0.020301,0.009811,0.005565,0.004597,0.005787,0.009561,0.016394,0.025859,0.039284,0.057628,0.068115,0.052866,0.026117,0.008925,0.002238,0.000419,-63.83196,-17.86874,-190.59463,-53.35392,2.208812,0.142396,0.178133,0.257906,0.43181,0.743936
Kanpur,2002/12/10,1.5272,1.5637,1.5625,1.5537,0.025053,0.022335,0.014895,0.01293,0.8346,0.8491,0.8526,0.709086,0.634262,0.609302,0.047,0.173,0.448,0.098,3.096,0.574,28.829556,0.8477,0.609105,0.000513,0.003182,0.012131,0.029046,0.044598,0.041316,0.023244,0.011075,0.006656,0.006078,0.007893,0.012079,0.01883,0.029058,0.045365,0.067447,0.078412,0.059117,0.028347,0.009513,0.002423,0.000483,-82.46574,-21.25763,-206.57365,-53.24958,2.6988,0.168208,0.21149,0.307974,0.510136,0.845762
Kanpur,2002/12/11,1.4554,1.5073,1.5193,1.5171,0.026196,0.023884,0.015608,0.013545,0.8212,0.8429,0.8482,0.72248,0.631119,0.595773,0.069,0.171,0.426,0.098,2.959,0.589,36.327,0.834,0.590578,0.000519,0.003518,0.016029,0.045101,0.070142,0.060221,0.032918,0.015294,0.00832,0.006752,0.008533,0.013976,0.022863,0.033626,0.047345,0.065089,0.073354,0.054375,0.025653,0.008816,0.002512,0.000627,-95.69589,-22.32569,-200.99322,-46.89137,1.849152,0.197414,0.250604,0.368751,0.611122,1.038832
Kanpur,2002/12/11,1.506,1.5385,1.542,1.5347,0.029647,0.023967,0.01639,0.014303,0.8237,0.8384,0.8408,0.711432,0.637173,0.607795,0.058,0.174,0.452,0.103,2.897,0.555,63.234872,0.8295,0.603144,0.00049,0.003772,0.015644,0.035722,0.049923,0.047602,0.031869,0.015974,0.008021,0.006069,0.007906,0.014159,0.024345,0.035294,0.050971,0.074742,0.084732,0.054608,0.02024,0.005717,0.001615,0.000515,-80.1099,-20.1325,-174.63437,-43.88753,2.354776,0.191374,0.241707,0.351954,0.587571,1.002469
Kanpur,2002/12/11,1.5194,1.5516,1.5455,1.5374,0.02736,0.025223,0.018311,0.016667,0.8219,0.8329,0.827,0.705361,0.631668,0.603731,0.066,0.179,0.45,0.112,2.73,0.577,83.579143,0.8404,0.598947,0.000703,0.003835,0.014364,0.036472,0.059785,0.058609,0.035169,0.01733,0.010383,0.009221,0.011496,0.017247,0.027719,0.044451,0.066646,0.083979,0.075833,0.046898,0.021447,0.007858,0.002372,0.00059,-116.79902,-23.31563,-213.39072,-42.59744,4.85963,0.223918,0.284685,0.42171,0.698039,1.08398
Kanpur,2002/12/12,1.5169,1.5512,1.5555,1.547,0.028467,0.025927,0.019966,0.018068,0.8245,0.8325,0.8259,0.70438,0.623539,0.588973,0.084,0.176,0.439,0.115,2.734,0.567,61.772878,0.8429,0.581758,0.000745,0.004343,0.018271,0.049542,0.080598,0.073666,0.041667,0.021469,0.012497,0.009454,0.010307,0.016062,0.028949,0.047561,0.070415,0.087976,0.078933,0.046703,0.020707,0.007919,0.002615,0.000717,-92.45917,-22.87061,-138.31672,-34.21389,2.252719,0.266552,0.34297,0.508649,0.863132,1.51854
Kanpur,2004/2/11,1.5643,1.5643,1.5626,1.5554,0.024683,0.021301,0.018269,0.018162,0.8556,0.8491,0.8361,0.694335,0.63234,0.601519,0.074,0.182,0.463,0.101,2.582,0.606,45.381592,0.8631,0.593387,0.00074,0.005183,0.017738,0.037138,0.061662,0.067037,0.041685,0.022539,0.013516,0.010176,0.011424,0.018731,0.032799,0.048061,0.061068,0.066964,0.057604,0.037285,0.019209,0.008223,0.002826,0.000745,-96.92671,-25.11556,-151.17021,-39.17109,2.862348,0.258464,0.325964,0.4791,0.832687,1.267455
Kanpur,2004/2/20,1.4985,1.5353,1.5483,1.5506,0.037164,0.028175,0.021179,0.019416,0.8313,0.8455,0.8423,0.737387,0.647185,0.597771,0.05,0.192,0.416,0.05,2.573,0.633,8.531134,0.8183,0.577135,0.000383,0.001887,0.007052,0.019898,0.040983,0.053251,0.035883,0.015676,0.007564,0.005731,0.006877,0.010577,0.016578,0.023328,0.028756,0.03096,0.027814,0.019708,0.010781,0.004608,0.001568,0.000429,-91.38953,-14.34838,-228.34306,-35.85043,2.829594,0.164779,0.211057,0.310367,0.505072,0.888723
Kanpur,2004/2/26,1.5313,1.5606,1.5742,1.5745,0.040153,0.029157,0.018408,0.015649,0.7889,0.8289,0.8399,0.717825,0.655564,0.6376,0.039,0.159,0.429,0.098,2.342,0.687,9.531251,0.7786,0.640731,0.000502,0.003296,0.013,0.030177,0.03875,0.027932,0.015504,0.009861,0.008662,0.010343,0.015728,0.026564,0.038738,0.044631,0.048093,0.052274,0.050841,0.03773,0.019961,0.007616,0.002145,0.000451,-96.45931,-7.14104,-263.38679,-19.49895,1.647723,0.189521,0.220718,0.292636,0.460026,1.069136
Kanpur,2004/2/26,1.5285,1.555,1.5658,1.5666,0.040222,0.027597,0.018156,0.015568,0.7941,0.8299,0.8408,0.723199,0.658238,0.640229,0.037,0.162,0.414,0.092,2.263,0.671,9.293202,0.7791,0.64286,0.000423,0.002542,0.010286,0.026749,0.038934,0.028838,0.014922,0.008963,0.007995,0.009992,0.015429,0.025794,0.038058,0.044865,0.048479,0.051155,0.046825,0.032157,0.015839,0.005821,0.001677,0.000387,-90.9011,-8.49648,-258.58247,-24.16957,1.787164,0.181849,0.211277,0.280079,0.442012,1.062467
Kanpur,2004/2/26,1.5695,1.5675,1.5702,1.5648,0.044245,0.032538,0.022772,0.020585,0.7785,0.8049,0.8134,0.718186,0.66625,0.650053,0.033,0.167,0.431,0.09,2.24,0.674,23.072692,0.7723,0.653738,0.000557,0.002573,0.008752,0.021271,0.032289,0.026563,0.01531,0.009639,0.008296,0.009858,0.015258,0.026628,0.039385,0.043604,0.04472,0.047782,0.046429,0.03276,0.015363,0.005199,0.001427,0.000337,-84.15904,-9.78064,-244.56139,-28.42198,2.050185,0.177831,0.206052,0.2714,0.432751,1.040331
Kanpur,2004/10/31,1.5067,1.5371,1.5501,1.5468,0.025215,0.022087,0.020354,0.018908,0.8485,0.8379,0.8324,0.713241,0.634526,0.597171,0.072,0.181,0.447,0.088,2.578,0.615,44.179307,0.854,0.586515,0.000696,0.00377,0.015008,0.038705,0.063311,0.065457,0.041507,0.020536,0.011561,0.00948,0.011324,0.017364,0.027946,0.039891,0.051847,0.058852,0.051126,0.032822,0.017012,0.007326,0.002483,0.000641,-86.15188,-21.21557,-152.50648,-37.5559,1.708136,0.238129,0.300532,0.431752,0.726379,1.638456
Kanpur,2004/11/8,1.5129,1.5452,1.5556,1.5498,0.031843,0.025457,0.021597,0.019681,0.8332,0.8342,0.8301,0.693346,0.614907,0.577712,0.09,0.174,0.472,0.091,2.689,0.662,94.673097,0.8333,0.56599,0.000727,0.006672,0.028032,0.05812,0.073678,0.068637,0.047895,0.026561,0.014458,0.011029,0.013844,0.022014,0.029677,0.03266,0.038357,0.050535,0.059159,0.046498,0.023283,0.008532,0.002621,0.000716,-153.82003,-19.37829,-226.70633,-28.56052,2.654788,0.268083,0.348175,0.514867,0.879353,1.173519
Kanpur,2004/11/9,1.5067,1.5467,1.5593,1.5543,0.026525,0.022236,0.017909,0.014249,0.843,0.8453,0.8569,0.694112,0.617451,0.584935,0.11,0.173,0.476,0.148,2.89,0.627,94.858247,0.8433,0.57702,0.000948,0.00764,0.033308,0.075073,0.093993,0.080212,0.053959,0.032311,0.019109,0.015084,0.019001,0.029506,0.038537,0.043172,0.056493,0.088647,0.119009,0.0911,0.037931,0.011371,0.003228,0.000979,-178.75849,-25.69857,-214.29345,-30.80712,2.357547,0.346953,0.44289,0.641719,1.073157,1.085902
Kanpur,2004/11/11,1.5303,1.5614,1.5703,1.5648,0.029047,0.023205,0.021163,0.019632,0.8399,0.8304,0.8255,0.697434,0.624998,0.5986,0.08,0.176,0.48,0.115,2.794,0.612,52.632393,0.8385,0.594933,0.00082,0.004856,0.021814,0.054022,0.0701,0.057867,0.037912,0.02458,0.015878,0.012178,0.013185,0.018917,0.028967,0.042559,0.061022,0.079031,0.078023,0.053596,0.027283,0.010894,0.003313,0.000743,-97.11569,-21.8473,-151.75044,-34.13803,1.701739,0.27588,0.344899,0.491879,0.822007,1.197933
Kanpur,2004/11/11,1.5538,1.5759,1.5793,1.5752,0.031867,0.02711,0.021686,0.017389,0.8151,0.8185,0.828,0.689932,0.628708,0.603759,0.126,0.179,0.487,0.258,3.157,0.597,98.580422,0.8266,0.597409,0.001493,0.009529,0.035414,0.076181,0.103245,0.095739,0.065494,0.04049,0.025238,0.020392,0.024455,0.035456,0.051081,0.068607,0.097047,0.154159,0.214891,0.179421,0.083197,0.025463,0.005954,0.001124,-231.88324,-22.30667,-211.04943,-20.3025,2.422579,0.480301,0.596448,0.849736,1.392246,1.356925
Kanpur,2004/11/11,1.5545,1.5837,1.5833,1.5713,0.023073,0.0202,0.018655,0.017345,0.852,0.8383,0.8315,0.692047,0.627329,0.606599,0.107,0.178,0.476,0.191,2.59,0.538,57.067621,0.8599,0.606409,0.001029,0.006287,0.026908,0.068381,0.09465,0.079949,0.053421,0.033778,0.021412,0.016401,0.0182,0.028324,0.049043,0.081858,0.129798,0.1656,0.129381,0.059377,0.021245,0.007756,0.003072,0.001277,-104.78903,-24.7167,-111.50067,-26.29978,4.106741,0.411157,0.511922,0.729547,1.193728,1.34272
Kanpur,2004/11/12,1.5074,1.5493,1.5665,1.5656,0.026298,0.02152,0.018911,0.017603,0.8461,0.8396,0.8336,0.707703,0.624936,0.592038,0.078,0.173,0.453,0.113,2.871,0.612,31.55985,0.845,0.58646,0.000748,0.004394,0.019434,0.051138,0.073818,0.063799,0.036523,0.019174,0.012078,0.010511,0.012515,0.018014,0.026891,0.039255,0.057094,0.075922,0.078078,0.056589,0.029583,0.011472,0.003281,0.000693,-92.51596,-22.24616,-154.07812,-37.04925,1.770493,0.259372,0.323817,0.461661,0.772648,1.126204
Kanpur,2004/11/12,1.4937,1.5381,1.548,1.5463,0.03244,0.026602,0.021217,0.01752,0.8188,0.8259,0.8328,0.701104,0.620697,0.58901,0.105,0.174,0.478,0.142,3.089,0.637,97.50843,0.8218,0.580607,0.000903,0.00735,0.031296,0.070127,0.091357,0.078616,0.050286,0.030561,0.019743,0.015497,0.016508,0.021736,0.029776,0.040078,0.056826,0.083403,0.103704,0.088582,0.049539,0.019005,0.005161,0.000998,-176.28819,-20.01926,-225.97983,-25.66223,3.236281,0.325881,0.413967,0.60416,0.996792,1.191624
Kanpur,2004/11/25,1.519,1.5496,1.5619,1.5623,0.023167,0.021599,0.016273,0.014645,0.8548,0.8635,0.8645,0.722684,0.654663,0.619984,0.085,0.203,0.516,0.123,3.233,0.561,16.568628,0.863,0.607094,0.000793,0.00395,0.015191,0.039499,0.062703,0.066244,0.05288,0.035155,0.019768,0.011927,0.011003,0.015661,0.025667,0.039297,0.05603,0.07749,0.093152,0.078235,0.041609,0.01498,0.004063,0.00088,-136.1819,-24.96241,-202.13986,-37.05264,1.468526,0.303054,0.377172,0.528267,0.839907,2.2757
Kanpur,2005/2/11,1.5088,1.5404,1.5772,1.5878,0.051216,0.039904,0.026649,0.02357,0.7413,0.7785,0.7878,0.700537,0.627854,0.604166,0.054,0.147,0.415,0.102,2.733,0.695,11.329349,0.7491,0.60731,0.000629,0.005742,0.024287,0.049495,0.053316,0.034086,0.016916,0.00972,0.008096,0.009517,0.013657,0.020367,0.027925,0.034963,0.043689,0.055652,0.063881,0.054855,0.031399,0.011707,0.002865,0.000463,-118.69251,-6.84671,-280.18818,-16.16249,2.562912,0.199788,0.239,0.324352,0.551463,2.363005
Kanpur,2005/3/6,1.4592,1.496,1.528,1.5359,0.021912,0.025365,0.01993,0.018379,0.8015,0.8169,0.8149,0.702402,0.610361,0.574891,0.054,0.152,0.366,0.072,2.87,0.728,21.666968,0.8562,0.574452,0.000384,0.00349,0.016936,0.044481,0.063383,0.045146,0.017467,0.006877,0.00486,0.006477,0.011025,0.015819,0.01832,0.021185,0.026513,0.03464,0.042641,0.041865,0.027988,0.011692,0.002964,0.000453,-89.0163,-10.29166,-251.52103,-29.07971,1.608249,0.153013,0.189209,0.266447,0.473504,2.506002
Kanpur,2005/10/14,1.473,1.5184,1.5531,1.5475,0.024872,0.02326,0.017711,0.014805,0.8018,0.8193,0.8294,0.69483,0.634971,0.617554,0.071,0.148,0.497,0.127,2.796,0.602,13.786658,0.8227,0.62666,0.000535,0.010607,0.046634,0.061324,0.050281,0.038807,0.024738,0.01396,0.009273,0.008763,0.012106,0.021349,0.037013,0.052925,0.066099,0.078939,0.083166,0.06405,0.032249,0.010984,0.002785,0.000556,-112.19365,-14.93651,-241.15964,-32.10594,1.790993,0.225635,0.275528,0.364387,0.6006,2.102356
Kanpur,2005/12/19,1.527,1.5617,1.5606,1.5451,0.01566,0.019594,0.022708,0.02186,0.8736,0.8368,0.8229,0.689295,0.617302,0.586456,0.093,0.191,0.512,0.086,3.093,0.54,63.891653,0.903,0.577823,0.000792,0.004004,0.018294,0.05414,0.080144,0.068169,0.047805,0.032571,0.019138,0.011974,0.010243,0.011817,0.01638,0.025602,0.042287,0.065031,0.072822,0.047375,0.020015,0.00727,0.002569,0.000875,-95.89616,-31.95,-136.70043,-45.54488,2.579543,0.274056,0.361444,0.537234,0.903717,0.741786
Kanpur,2005/12/19,1.5075,1.5346,1.5338,1.5208,0.017768,0.021598,0.024459,0.023056,0.8625,0.8241,0.8127,0.698322,0.630538,0.597242,0.109,0.195,0.511,0.096,3.292,0.541,78.783089,0.8939,0.58375,0.000858,0.005502,0.023179,0.056911,0.084476,0.083334,0.062048,0.042308,0.024397,0.013609,0.00983,0.010623,0.015612,0.025942,0.043854,0.067818,0.08094,0.060302,0.028946,0.010994,0.003681,0.001082,-128.44094,-35.92421,-162.42747,-45.43005,2.636128,0.30717,0.406527,0.604055,1.017719,0.791803
Kanpur,2006/1/1,1.5402,1.5468,1.5507,1.5369,0.02472,0.020117,0.017133,0.013742,0.8557,0.8483,0.8558,0.703234,0.646784,0.613915,0.081,0.193,0.459,0.156,3.382,0.605,98.424671,0.8552,0.602763,0.000875,0.004501,0.015576,0.036076,0.058783,0.070504,0.058714,0.033776,0.015943,0.010266,0.012024,0.020419,0.031552,0.037966,0.04828,0.07775,0.12265,0.126047,0.067853,0.020709,0.004515,0.000809,-146.98681,-31.53752,-206.59111,-44.32623,1.39547,0.293327,0.378851,0.543049,0.894954,1.397748
