site,Date.dd.mm.yyyy.,REFR.440.,REFR.676.,REFR.869.,REFR.1020.,REFI.440.,REFI.676.,REFI.869.,REFI.1020.,SSA676.T,SSA869.T,SSA1020.T,ASYM440.T,ASYM676.T,ASYM869.T,VolCon.F,VolMedianRad.F,StdDev.F,VolCon.C,VolMedianRad.C,StdDev.C,X.sphericity,SSA440.T,ASYM1020.T,X0.05,X0.065604,X0.086077,X0.112939,X0.148184,X0.194429,X0.255105,X0.334716,X0.439173,X0.576227,X0.756052,X0.991996,X1.301571,X1.707757,X2.240702,X2.939966,X3.857452,X5.06126,X6.640745,X8.713145,X11.432287,X15,RadiativeForcing.BOA.,RadiativeForcing.TOA.,ForcingEfficiency.BOA.,ForcingEfficiency.TOA.,sky_error,AOT_1020,AOT_870,AOT_675,AOT_440,Water.cm.
beijing,2006/12/14,1.5687,1.5861,1.5817,1.5979,0.033837,0.014884,0.015629,0.018901,0.8419,0.8212,0.8014,0.651718,0.615521,0.626915,0.084,0.134,0.506,0.231,2.49,0.641,90.649521,0.7887,0.63301,0.001706,0.025201,0.076376,0.069905,0.045143,0.032993,0.027358,0.021964,0.018316,0.02119,0.03452,0.054488,0.066259,0.07785,0.107641,0.157258,0.172376,0.103597,0.034077,0.008034,0.001793,0.000431,-114.20612,-29.95847,-162.34573,-42.58641,3.617192,0.375755,0.417832,0.546787,0.926251,0.408168
beijing,2006/12/14,1.5378,1.5506,1.5468,1.5839,0.028691,0.016509,0.016192,0.019287,0.8301,0.8217,0.809,0.683419,0.638641,0.643024,0.065,0.149,0.483,0.201,2.43,0.7,98.76481,0.8008,0.636922,0.00109,0.010237,0.037036,0.057052,0.04931,0.033625,0.023414,0.018572,0.018549,0.024958,0.038304,0.050762,0.060025,0.073358,0.094392,0.115649,0.118887,0.089414,0.045073,0.01495,0.003286,0.000483,-132.67774,-30.84612,-224.48102,-52.18937,4.592661,0.344291,0.365197,0.469917,0.756338,0.390555
beijing,2006/12/18,1.5034,1.5473,1.5526,1.5903,0.027122,0.014238,0.01355,0.017436,0.8396,0.8336,0.8051,0.672583,0.617689,0.623515,0.098,0.135,0.462,0.273,2.663,0.699,98.35447,0.7978,0.622293,0.001338,0.019777,0.077405,0.097719,0.066996,0.040417,0.026919,0.020302,0.018463,0.02409,0.042014,0.065053,0.079581,0.093409,0.117153,0.146965,0.164888,0.141804,0.081855,0.030226,0.007041,0.00103,-154.85577,-36.29735,-206.50441,-48.40352,3.491266,0.418769,0.453128,0.591636,0.970964,0.421649
beijing,2006/12/19,1.4658,1.4989,1.5113,1.5359,0.033034,0.021304,0.021332,0.025097,0.8064,0.7872,0.7565,0.681728,0.622048,0.617695,0.064,0.149,0.521,0.101,2.528,0.624,98.666082,0.7853,0.617473,0.000498,0.009459,0.043561,0.059735,0.043114,0.028144,0.020247,0.014811,0.010796,0.009903,0.013822,0.024363,0.037383,0.045537,0.052215,0.05949,0.059995,0.043317,0.020303,0.006719,0.001779,0.000402,-84.85523,-20.20917,-211.11625,-50.27956,3.068817,0.201567,0.227297,0.307412,0.527848,0.478033
beijing,2008/4/13,1.5997,1.5891,1.5863,1.5856,0.024433,0.023821,0.019492,0.017792,0.8333,0.8299,0.8262,0.686826,0.631014,0.60674,0.047,0.164,0.424,0.104,3.138,0.683,20.116654,0.8624,0.602549,0.001356,0.004954,0.013685,0.028366,0.042418,0.042133,0.025308,0.011148,0.006268,0.00638,0.010174,0.017209,0.024065,0.028882,0.036265,0.051708,0.070592,0.069379,0.042982,0.017459,0.004876,0.000948,-102.46194,-15.54753,-227.76523,-34.561,2.284806,0.184882,0.229457,0.333347,0.593103,0.844848
beijing,2008/11/22,1.5442,1.5621,1.5816,1.5821,0.033865,0.01743,0.016273,0.016303,0.8554,0.8422,0.83,0.657464,0.593837,0.579772,0.047,0.144,0.518,0.061,3.171,0.652,16.983384,0.8183,0.585423,0.001309,0.010911,0.03208,0.040306,0.032777,0.022521,0.014648,0.009812,0.006873,0.005521,0.005889,0.008524,0.013643,0.019638,0.026106,0.033829,0.039206,0.035383,0.023217,0.011041,0.003824,0.000966,-76.3334,-22.49148,-240.37087,-70.82478,1.866419,0.129983,0.161582,0.229144,0.435521,0.323504
beijing,2008/11/22,1.547,1.5353,1.5348,1.5184,0.02568,0.017137,0.016593,0.016157,0.8373,0.819,0.8076,0.627197,0.607807,0.613253,0.05,0.137,0.582,0.076,3.155,0.654,98.890081,0.8307,0.627301,0.001863,0.020724,0.045971,0.033803,0.021889,0.018251,0.016242,0.012713,0.008856,0.006817,0.007355,0.011219,0.018233,0.02519,0.032029,0.041167,0.048309,0.044509,0.030161,0.014329,0.004413,0.000837,-61.20529,-19.38756,-196.9123,-62.37449,3.090605,0.129969,0.161247,0.225946,0.429124,0.35465
beijing,2008/11/30,1.5229,1.5333,1.5414,1.5299,0.024645,0.01739,0.018131,0.018203,0.8398,0.8149,0.8006,0.637547,0.598502,0.598956,0.059,0.136,0.542,0.074,2.793,0.628,69.684879,0.8375,0.61274,0.00113,0.018809,0.055901,0.046433,0.028873,0.022271,0.018643,0.013114,0.008293,0.00662,0.00839,0.014414,0.022575,0.027952,0.034215,0.044774,0.051216,0.038609,0.018259,0.006578,0.002248,0.000809,-64.17232,-20.32172,-180.93558,-57.29763,3.219383,0.148907,0.184301,0.25942,0.491052,0.453904
beijing,2008/12/26,1.5402,1.5633,1.5688,1.5531,0.035721,0.015231,0.013168,0.014422,0.8605,0.8637,0.8454,0.665142,0.609986,0.611497,0.122,0.153,0.557,0.192,2.691,0.613,40.738334,0.7989,0.630448,0.002019,0.020052,0.079075,0.111345,0.079536,0.048824,0.034597,0.030248,0.028412,0.026829,0.027431,0.032331,0.04425,0.067568,0.106948,0.145904,0.134331,0.077973,0.034209,0.014002,0.005756,0.002357,-114.95555,-35.88952,-133.35893,-41.63512,3.272172,0.394062,0.476274,0.651938,1.149757,0.44883
beijing,2009/1/4,1.5449,1.5231,1.5195,1.5078,0.025694,0.017468,0.01788,0.018333,0.8543,0.8374,0.8246,0.635281,0.621321,0.623331,0.064,0.164,0.677,0.059,2.804,0.599,96.839801,0.8369,0.630597,0.001142,0.018379,0.05055,0.039378,0.025237,0.021957,0.022717,0.021109,0.016386,0.012205,0.010867,0.012765,0.01749,0.023596,0.030495,0.037673,0.038703,0.027703,0.013655,0.005368,0.001966,0.000722,-72.04488,-24.85849,-188.79064,-65.14065,3.185981,0.164078,0.202266,0.281631,0.514825,0.324866
beijing,2009/1/4,1.5671,1.5458,1.5409,1.5267,0.023965,0.017763,0.018714,0.01917,0.8539,0.8333,0.8197,0.625324,0.608927,0.6138,0.062,0.163,0.671,0.063,2.905,0.606,98.909433,0.8499,0.624039,0.000925,0.016304,0.049283,0.040647,0.025612,0.021036,0.020935,0.019275,0.015321,0.011805,0.010785,0.012678,0.017394,0.024217,0.0322,0.039594,0.040637,0.030881,0.017039,0.007285,0.002589,0.00079,-66.38887,-23.9881,-172.38804,-62.28847,3.995377,0.165282,0.203755,0.284059,0.522542,0.327928
beijing,2009/1/10,1.477,1.5162,1.5541,1.5709,0.042361,0.023767,0.023537,0.024036,0.7964,0.7824,0.7699,0.659521,0.604999,0.598375,0.058,0.133,0.538,0.074,3.276,0.649,8.660315,0.7473,0.605667,0.003017,0.019894,0.048579,0.05158,0.034083,0.020297,0.013681,0.010697,0.00876,0.007444,0.00755,0.00979,0.014424,0.020821,0.029059,0.039935,0.049741,0.047815,0.03164,0.014011,0.004159,0.00083,-96.48109,-16.95228,-300.35589,-52.77424,3.091057,0.151112,0.178173,0.238138,0.434364,0.249568
beijing,2009/1/10,1.4332,1.4754,1.5085,1.5156,0.036225,0.017149,0.015732,0.015566,0.8175,0.8118,0.8056,0.674382,0.61092,0.602812,0.071,0.139,0.518,0.11,3.143,0.633,98.226023,0.7569,0.6136,0.001295,0.015173,0.054789,0.070312,0.047527,0.026688,0.016978,0.013261,0.011267,0.010069,0.011096,0.015941,0.023857,0.03211,0.044637,0.063456,0.078909,0.06908,0.039621,0.015916,0.004748,0.001073,-97.49311,-22.31674,-257.8286,-59.01848,3.39151,0.179121,0.213687,0.284168,0.506967,0.270748
beijing,2009/1/10,1.4755,1.5007,1.5248,1.528,0.035592,0.02006,0.018722,0.018752,0.8085,0.7993,0.7895,0.669363,0.620297,0.615755,0.069,0.142,0.539,0.122,3.153,0.623,91.850126,0.7752,0.625718,0.001207,0.016082,0.054933,0.06144,0.041389,0.027179,0.019998,0.015523,0.011906,0.010138,0.01148,0.01703,0.026253,0.036447,0.05062,0.070738,0.087171,0.077602,0.045029,0.017332,0.004539,0.000816,-87.00115,-21.77217,-209.37477,-52.39635,4.52562,0.196338,0.233605,0.312098,0.556218,0.295882
beijing,2009/1/15,1.4882,1.4918,1.5024,1.499,0.040943,0.020711,0.0199,0.019555,0.8243,0.8095,0.7991,0.670797,0.623806,0.612873,0.069,0.149,0.553,0.08,2.871,0.657,86.837338,0.7685,0.616503,0.001032,0.016335,0.052543,0.051757,0.038205,0.031563,0.026069,0.019406,0.0128,0.009229,0.009842,0.015661,0.024397,0.027709,0.031028,0.04168,0.055251,0.047845,0.023388,0.008202,0.002736,0.000982,-86.44679,-4.29529,-208.37115,-10.35337,1.457112,0.174576,0.215208,0.301561,0.565953,0.205287
beijing,2009/1/15,1.4613,1.4735,1.4896,1.4922,0.041317,0.020612,0.018887,0.018549,0.8222,0.8146,0.8064,0.687474,0.629503,0.612309,0.063,0.153,0.539,0.072,2.882,0.684,85.903507,0.7609,0.612495,0.001281,0.012983,0.040295,0.048989,0.040643,0.032277,0.024127,0.017089,0.011503,0.008646,0.009348,0.015082,0.023974,0.026029,0.02709,0.033765,0.04401,0.042521,0.025199,0.010011,0.003075,0.000783,-93.33378,-0.64155,-251.88873,-1.73141,1.484917,0.159129,0.19473,0.270882,0.50174,0.182397
beijing,2009/1/15,1.4607,1.4773,1.4988,1.5111,0.044589,0.021281,0.020476,0.021826,0.8162,0.8038,0.7864,0.69509,0.635258,0.617817,0.053,0.155,0.54,0.074,3.169,0.671,82.881884,0.7484,0.615658,0.001485,0.010519,0.030371,0.041122,0.036088,0.027696,0.020314,0.014272,0.010043,0.008035,0.008325,0.01162,0.017538,0.022604,0.027595,0.035908,0.046565,0.04715,0.031262,0.013455,0.003874,0.000758,-90.08307,3.87931,-280.84384,12.09418,1.759041,0.146924,0.174003,0.236869,0.428368,0.165595
beijing,2009/1/15,1.4657,1.4809,1.4987,1.5074,0.04211,0.017756,0.017213,0.018473,0.8328,0.8191,0.8038,0.695851,0.634138,0.618309,0.048,0.157,0.532,0.076,3.059,0.664,98.599432,0.7556,0.618331,0.001145,0.008262,0.025634,0.038073,0.035212,0.026157,0.01805,0.012769,0.009347,0.007768,0.008621,0.013075,0.019944,0.024139,0.029124,0.039081,0.049731,0.046015,0.028059,0.011895,0.003648,0.000814,-68.98753,-4.00244,-226.91485,-13.16489,1.762586,0.139904,0.165576,0.225064,0.40509,0.18036
beijing,2009/1/15,1.4785,1.4884,1.5038,1.5127,0.041925,0.018506,0.017976,0.018847,0.8303,0.8158,0.8028,0.692546,0.634771,0.620177,0.047,0.158,0.537,0.076,3.089,0.668,98.794582,0.7602,0.619537,0.001107,0.008345,0.02538,0.035894,0.033053,0.025482,0.017862,0.012692,0.009276,0.007676,0.008608,0.013339,0.020161,0.023853,0.028419,0.038441,0.049862,0.047081,0.029251,0.012617,0.003931,0.000888,-71.55945,-3.59885,-235.55747,-11.84659,1.928847,0.139492,0.165069,0.224579,0.404301,0.179558
beijing,2009/1/15,1.4814,1.488,1.4982,1.4955,0.041859,0.020964,0.019849,0.01944,0.822,0.8093,0.8001,0.670702,0.622225,0.612994,0.071,0.149,0.553,0.077,2.706,0.628,86.446212,0.7615,0.61781,0.000998,0.016228,0.054781,0.055494,0.039369,0.031354,0.026108,0.01958,0.013276,0.010079,0.010578,0.014977,0.021813,0.027307,0.035477,0.049714,0.056405,0.03711,0.015084,0.005279,0.002017,9e-04,-79.5149,-4.77356,-189.86499,-11.39826,2.071887,0.17641,0.217216,0.304816,0.572159,0.206273
beijing,2010/1/6,1.5528,1.5108,1.5108,1.5169,0.03442,0.02071,0.021116,0.018761,0.8415,0.8245,0.8338,0.691539,0.653594,0.636542,0.041,0.172,0.477,0.065,2.148,0.742,96.859629,0.8146,0.628083,0.001073,0.005158,0.013632,0.02244,0.029521,0.031992,0.024326,0.015749,0.01215,0.012159,0.013914,0.017609,0.023958,0.030295,0.033037,0.033079,0.029609,0.021126,0.011539,0.005212,0.002131,0.000821,-69.99885,14.14474,-196.58266,39.72366,2.623665,0.162986,0.192781,0.261928,0.463443,0.441453
beijing,2010/1/26,1.5529,1.5613,1.5825,1.5977,0.039545,0.016533,0.014387,0.012516,0.8424,0.846,0.8589,0.670353,0.624662,0.620288,0.05,0.135,0.486,0.106,2.723,0.699,13.081773,0.7814,0.621704,0.002571,0.014757,0.035695,0.042258,0.033679,0.023425,0.015618,0.010611,0.008635,0.009867,0.01482,0.021981,0.028057,0.034913,0.045748,0.060164,0.067333,0.05427,0.030431,0.012409,0.003808,0.000888,-98.3797,-10.4571,-255.85075,-27.19521,1.650216,0.189287,0.218206,0.287209,0.518058,0.289993
beijing,2010/1/26,1.54,1.5532,1.5642,1.5623,0.039033,0.01694,0.015671,0.013376,0.8444,0.8328,0.8465,0.649094,0.588332,0.587425,0.099,0.142,0.518,0.141,2.605,0.596,69.950886,0.7879,0.59891,0.00176,0.017891,0.07345,0.098932,0.066852,0.038886,0.025292,0.019082,0.015811,0.015412,0.019093,0.027436,0.038301,0.052811,0.079337,0.11106,0.099027,0.049556,0.019813,0.008564,0.003845,0.00157,-105.44548,-18.38152,-157.41436,-27.44086,2.831467,0.284279,0.344734,0.483572,0.9382,0.326472
beijing,2010/2/2,1.5783,1.5612,1.5614,1.5594,0.025857,0.017818,0.017181,0.016821,0.8236,0.8043,0.7973,0.601965,0.583353,0.602359,0.065,0.127,0.559,0.112,3.2,0.628,95.415202,0.8311,0.619705,0.00217,0.028189,0.069136,0.050663,0.02781,0.018131,0.014358,0.012248,0.010293,0.009277,0.010598,0.015221,0.022668,0.031868,0.045141,0.065031,0.080401,0.070086,0.041284,0.017248,0.005268,0.001182,-78.24632,-21.90508,-194.80993,-54.53708,4.497318,0.172624,0.205316,0.285846,0.579074,0.320927
beijing,2010/4/30,1.4968,1.5419,1.5745,1.5981,0.012225,0.013271,0.014972,0.014294,0.869,0.8385,0.8377,0.67919,0.596689,0.576416,0.044,0.142,0.384,0.087,3.379,0.704,19.744603,0.9017,0.575294,0.000629,0.00475,0.019649,0.043096,0.048023,0.027446,0.010947,0.005328,0.004343,0.005771,0.009519,0.014424,0.017829,0.019703,0.02343,0.033798,0.053351,0.066976,0.049388,0.019326,0.004013,0.00045,-62.38317,-19.16293,-204.4301,-62.79707,1.705814,0.142016,0.168042,0.229682,0.411307,0.935963
beijing,2011/1/26,1.5009,1.5045,1.5231,1.525,0.036771,0.018887,0.018125,0.018068,0.8169,0.8007,0.7898,0.634914,0.590166,0.5901,0.081,0.13,0.533,0.105,3.112,0.654,98.912563,0.7811,0.603013,0.002854,0.029258,0.076291,0.069443,0.043484,0.028234,0.02005,0.014593,0.010956,0.009748,0.011391,0.016468,0.024179,0.032827,0.044449,0.060208,0.070521,0.060612,0.037176,0.017369,0.006414,0.001878,-115.05942,-24.17472,-255.51147,-53.6846,3.148235,0.187826,0.227868,0.317115,0.642232,0.211658
beijing,2011/1/26,1.5179,1.5163,1.5406,1.5471,0.031385,0.016891,0.016127,0.016232,0.8322,0.8199,0.811,0.634658,0.594284,0.587873,0.053,0.13,0.562,0.069,2.976,0.666,98.449859,0.8067,0.595644,0.006366,0.023542,0.041384,0.040681,0.029935,0.020027,0.013551,0.009687,0.00746,0.006991,0.008696,0.012887,0.018094,0.022926,0.029595,0.038845,0.044635,0.038115,0.023205,0.010541,0.003686,0.000999,-83.71467,-19.61682,-274.72693,-64.37663,3.440967,0.131335,0.156574,0.213944,0.429946,0.204938
beijing,2011/2/18,1.5794,1.5623,1.5758,1.5797,0.025159,0.017454,0.019412,0.02147,0.8699,0.8464,0.8262,0.675371,0.62628,0.604524,0.046,0.169,0.534,0.057,2.838,0.726,20.369085,0.8588,0.600437,0.001399,0.007112,0.018973,0.029283,0.032306,0.029422,0.022179,0.01425,0.00931,0.008095,0.009991,0.013761,0.017361,0.020532,0.023201,0.02636,0.029949,0.029267,0.021102,0.010653,0.003706,0.000881,-85.76781,-18.80191,-236.74797,-51.89958,1.525123,0.159477,0.190921,0.264524,0.482736,0.373874
beijing,2012/12/24,1.5494,1.5046,1.5014,1.521,0.041969,0.020252,0.020271,0.024679,0.8297,0.8109,0.7789,0.695334,0.653109,0.641596,0.046,0.179,0.53,0.088,2.808,0.67,98.984384,0.7813,0.635396,0.001435,0.005052,0.01355,0.026906,0.036273,0.031938,0.0214,0.014375,0.011411,0.011261,0.013668,0.018264,0.024216,0.03127,0.038221,0.04763,0.055086,0.047812,0.027318,0.010605,0.003011,0.000649,-95.79315,11.16129,-259.74906,30.26453,1.270577,0.174072,0.195957,0.267734,0.490055,0.236648
beijing,2012/12/24,1.562,1.5025,1.4982,1.5095,0.040873,0.020987,0.019444,0.022899,0.8212,0.8105,0.7841,0.697393,0.660465,0.647584,0.049,0.169,0.456,0.119,2.719,0.716,98.977222,0.7871,0.644813,0.001681,0.005361,0.013924,0.028451,0.041342,0.039751,0.026576,0.015951,0.01196,0.012828,0.017215,0.023816,0.030885,0.038509,0.049493,0.06439,0.074188,0.063444,0.036401,0.014426,0.004104,0.00085,-111.42675,14.06042,-251.89335,31.78524,1.973251,0.206147,0.233929,0.318464,0.588487,0.256035
beijing,2012/12/24,1.5852,1.5179,1.5029,1.5231,0.041872,0.022593,0.022255,0.025932,0.8171,0.7961,0.7675,0.682235,0.657124,0.651817,0.04,0.178,0.551,0.088,3.14,0.695,98.977652,0.7844,0.644806,0.001432,0.00572,0.014115,0.022834,0.027158,0.025937,0.020457,0.013871,0.010146,0.009685,0.011907,0.015768,0.020852,0.027462,0.033909,0.041389,0.049997,0.052758,0.040018,0.018861,0.005143,0.000793,-85.63617,8.82998,-254.74709,26.26706,1.980838,0.157638,0.175055,0.24266,0.443907,0.213774
beijing,2013/1/4,1.5562,1.5314,1.5437,1.553,0.026419,0.019081,0.020594,0.023178,0.8491,0.8236,0.7985,0.656698,0.613677,0.595814,0.046,0.16,0.545,0.057,2.903,0.705,98.707097,0.8466,0.592463,0.001886,0.008707,0.022061,0.032751,0.032916,0.025904,0.018212,0.012615,0.009291,0.008156,0.009088,0.011941,0.015601,0.019233,0.023914,0.029662,0.033291,0.029965,0.020149,0.009953,0.003585,0.000938,-83.73626,-22.66148,-254.35845,-68.83684,4.182986,0.143955,0.166111,0.233183,0.449842,0.170178
beijing,2013/1/9,1.5871,1.5416,1.538,1.5351,0.020718,0.014942,0.015322,0.015782,0.8624,0.8412,0.8267,0.640228,0.628628,0.625505,0.049,0.171,0.637,0.083,3.345,0.563,98.965065,0.866,0.627928,0.001353,0.010871,0.028844,0.031958,0.025506,0.021829,0.020452,0.016898,0.011461,0.008098,0.007533,0.009712,0.015135,0.023925,0.036092,0.05172,0.063513,0.054452,0.02973,0.011471,0.003612,0.000996,-62.58082,-23.45916,-178.12247,-66.77132,4.192844,0.151702,0.183293,0.255128,0.474105,0.242641
beijing,2013/2/8,1.5502,1.5,1.5002,1.5133,0.038163,0.022747,0.022813,0.025056,0.8341,0.8083,0.7818,0.682775,0.631183,0.604164,0.049,0.184,0.549,0.054,3.387,0.619,98.978271,0.8162,0.591256,0.001192,0.004455,0.013067,0.028506,0.04021,0.034967,0.022634,0.014029,0.009423,0.007321,0.006897,0.008085,0.011059,0.01572,0.022068,0.029447,0.03511,0.033424,0.02303,0.011093,0.003694,0.000848,-86.74701,3.92363,-247.52346,11.19565,2.422924,0.137017,0.16199,0.238588,0.48334,0.329789
beijing,2013/2/8,1.5552,1.5008,1.5048,1.5165,0.041026,0.023164,0.022967,0.024795,0.8273,0.8044,0.7811,0.686853,0.638423,0.613147,0.044,0.189,0.551,0.06,3.511,0.617,98.987718,0.8023,0.602833,0.000661,0.003353,0.011491,0.025869,0.035965,0.031489,0.020987,0.013088,0.008876,0.007185,0.007138,0.008441,0.011264,0.016013,0.022924,0.031778,0.039449,0.038928,0.027774,0.013641,0.004501,0.000988,-84.94325,7.51597,-259.73736,22.98214,2.90083,0.134747,0.154229,0.22311,0.446502,0.339507
beijing,2013/11/22,1.5627,1.5594,1.5571,1.5417,0.031768,0.015757,0.015761,0.015525,0.868,0.85,0.841,0.677152,0.623438,0.611009,0.092,0.163,0.524,0.128,2.46,0.621,39.7093,0.8281,0.616426,0.001644,0.013022,0.045144,0.066908,0.0631,0.054362,0.042362,0.027531,0.016845,0.013312,0.016758,0.029499,0.049579,0.065294,0.076755,0.081745,0.067567,0.041043,0.021131,0.010336,0.004573,0.001687,-112.12142,-34.28066,-155.72025,-47.61082,3.166601,0.302022,0.374611,0.532621,0.959896,0.590946
beijing,2013/12/13,1.5596,1.5586,1.5613,1.5454,0.018386,0.012819,0.012597,0.01231,0.8613,0.8449,0.8362,0.633703,0.608154,0.614277,0.05,0.141,0.563,0.11,3.287,0.582,98.936028,0.8631,0.629652,0.001688,0.01558,0.040998,0.040073,0.026543,0.018649,0.015517,0.012964,0.009165,0.006644,0.006922,0.01108,0.020136,0.031845,0.046049,0.066101,0.084884,0.074646,0.039734,0.01419,0.003877,0.000862,-65.43883,-24.23081,-189.34883,-70.11244,3.151665,0.152577,0.186056,0.256089,0.470586,0.302248
beijing,2013/12/22,1.5266,1.5288,1.5395,1.5341,0.02418,0.017243,0.019233,0.019696,0.8687,0.8434,0.828,0.686177,0.639159,0.617572,0.071,0.176,0.599,0.072,3.199,0.605,24.17402,0.8567,0.612396,0.001374,0.01273,0.035887,0.041975,0.039093,0.039539,0.035308,0.026174,0.016268,0.009662,0.007855,0.010632,0.01815,0.026189,0.032151,0.040026,0.048139,0.043533,0.025822,0.011004,0.003881,0.001215,-103.93133,-30.34589,-218.39301,-63.76643,1.436902,0.201794,0.253114,0.35452,0.624745,0.443681
beijing,2014/1/10,1.5593,1.5343,1.5416,1.5332,0.024506,0.014697,0.013491,0.013077,0.8408,0.8341,0.8297,0.641389,0.616617,0.619003,0.043,0.141,0.551,0.092,3.039,0.616,98.983772,0.8349,0.63205,0.001594,0.012211,0.032331,0.035636,0.025367,0.017195,0.012698,0.009579,0.00722,0.006399,0.007902,0.013082,0.022095,0.031915,0.043095,0.056093,0.062639,0.05117,0.029188,0.01211,0.003772,0.000889,-62.46341,-21.08676,-209.92598,-70.86802,4.95393,0.131599,0.158786,0.214404,0.413953,0.252983
beijing,2014/1/13,1.5346,1.5248,1.5288,1.5185,0.027294,0.014776,0.012976,0.01236,0.8472,0.8451,0.842,0.65894,0.624645,0.622508,0.046,0.147,0.557,0.09,3.082,0.632,89.844237,0.8224,0.633268,0.001757,0.012771,0.031668,0.034391,0.027365,0.02123,0.015805,0.011087,0.008045,0.007109,0.008589,0.013535,0.021532,0.029468,0.038404,0.051398,0.061344,0.053355,0.031466,0.012896,0.003769,0.000792,-74.22751,-22.56089,-237.83476,-72.28807,3.186155,0.136439,0.166535,0.228429,0.423885,0.350716
beijing,2014/1/13,1.542,1.5307,1.5306,1.5155,0.018887,0.020597,0.023247,0.023226,0.8182,0.7742,0.7566,0.626144,0.603542,0.612243,0.078,0.133,0.549,0.104,2.938,0.609,59.442861,0.8687,0.630024,0.001862,0.0287,0.077324,0.059287,0.035821,0.027856,0.023976,0.017401,0.011097,0.00847,0.00973,0.015577,0.025974,0.037154,0.049608,0.065562,0.074147,0.057065,0.028225,0.01034,0.003336,0.001033,-90.38023,-24.34257,-193.24902,-52.04874,3.866516,0.194022,0.240153,0.337986,0.657922,0.372832
beijing,2014/1/21,1.5835,1.5643,1.5664,1.5476,0.025339,0.021879,0.022072,0.023007,0.8421,0.8181,0.7923,0.649056,0.615521,0.601018,0.045,0.156,0.555,0.062,3.297,0.63,63.495027,0.8548,0.605038,0.00142,0.011269,0.027969,0.02963,0.025506,0.024314,0.021545,0.014332,0.008026,0.005427,0.005618,0.008289,0.012556,0.016599,0.022084,0.032391,0.045408,0.044649,0.025625,0.00948,0.002707,0.000657,-70.73914,-21.73975,-209.92553,-64.51488,2.907496,0.132907,0.169963,0.244396,0.45325,0.270011
beijing,2014/1/21,1.5912,1.5729,1.5739,1.5554,0.024874,0.017988,0.017388,0.01674,0.8606,0.8432,0.8307,0.642998,0.606061,0.591307,0.044,0.159,0.544,0.066,3.201,0.648,98.533404,0.8567,0.595058,0.001,0.008787,0.025597,0.031077,0.027116,0.024201,0.020788,0.013914,0.008088,0.006188,0.007368,0.01086,0.014366,0.017192,0.022743,0.034575,0.048311,0.045552,0.025814,0.009869,0.002924,0.000715,-63.94597,-23.22605,-184.95292,-67.17743,3.047625,0.135963,0.173977,0.250769,0.464037,0.268798
beijing,2014/1/22,1.5431,1.5569,1.575,1.5702,0.032786,0.017008,0.015818,0.013968,0.8604,0.8484,0.853,0.674713,0.610773,0.592534,0.044,0.153,0.514,0.061,3.103,0.639,9.730169,0.8242,0.595351,0.000908,0.007563,0.024706,0.036047,0.032235,0.024014,0.016758,0.010925,0.007021,0.005358,0.00591,0.009134,0.014686,0.019802,0.025113,0.033863,0.042258,0.037477,0.021464,0.008739,0.002845,0.000781,-77.09511,-21.4807,-244.92388,-68.24216,1.132043,0.12958,0.164064,0.23003,0.425236,0.317871
Kanpur,2001/2/5,1.4961,1.5312,1.5532,1.5512,0.027698,0.038877,0.042329,0.038824,0.7723,0.7272,0.7222,0.700137,0.615381,0.576094,0.061,0.165,0.456,0.06,3.103,0.64,7.574399,0.8456,0.566746,0.000553,0.005002,0.021098,0.044306,0.055155,0.047417,0.027844,0.013571,0.00802,0.006471,0.006643,0.008438,0.012495,0.018589,0.02584,0.034128,0.040649,0.036907,0.022245,0.008769,0.002373,0.000456,-123.69152,-4.76014,-292.28963,-11.24845,1.704499,0.176643,0.229685,0.323811,0.556804,0.564829
Kanpur,2001/2/6,1.4564,1.5121,1.548,1.553,0.018655,0.022678,0.023699,0.021989,0.8297,0.8026,0.7956,0.716425,0.620805,0.576657,0.046,0.167,0.407,0.068,3.469,0.606,20.012505,0.8735,0.567084,0.000335,0.002248,0.01057,0.031036,0.050085,0.041699,0.019979,0.008335,0.00454,0.003846,0.004854,0.007862,0.012698,0.017227,0.022484,0.033113,0.049011,0.053015,0.033153,0.01158,0.002342,0.000282,-70.98331,-15.66375,-229.64618,-50.67556,1.441363,0.135489,0.172132,0.239115,0.400306,0.603239
Kanpur,2001/2/11,1.5335,1.5616,1.5974,1.5996,0.013661,0.021693,0.020439,0.018502,0.8378,0.8228,0.8171,0.681471,0.595929,0.558509,0.048,0.151,0.366,0.082,3.275,0.665,7.571717,0.9074,0.558264,0.000459,0.003487,0.015325,0.039468,0.057074,0.03871,0.014237,0.005803,0.004222,0.005169,0.007721,0.011302,0.015328,0.019851,0.027343,0.041059,0.057737,0.059361,0.0375,0.013981,0.003066,0.000395,-87.81936,-19.70619,-236.93265,-53.16642,1.396751,0.152478,0.193979,0.273619,0.506171,0.649343
