site,Date.dd.mm.yyyy.,REFR.440.,REFR.676.,REFR.869.,REFR.1020.,REFI.440.,REFI.676.,REFI.869.,REFI.1020.,SSA676.T,SSA869.T,SSA1020.T,ASYM440.T,ASYM676.T,ASYM869.T,VolCon.F,VolMedianRad.F,StdDev.F,VolCon.C,VolMedianRad.C,StdDev.C,X.sphericity,SSA440.T,ASYM1020.T,X0.05,X0.065604,X0.086077,X0.112939,X0.148184,X0.194429,X0.255105,X0.334716,X0.439173,X0.576227,X0.756052,X0.991996,X1.301571,X1.707757,X2.240702,X2.939966,X3.857452,X5.06126,X6.640745,X8.713145,X11.432287,X15,RadiativeForcing.BOA.,RadiativeForcing.TOA.,ForcingEfficiency.BOA.,ForcingEfficiency.TOA.,sky_error,AOT_1020,AOT_870,AOT_675,AOT_440,Water.cm.
beijing,2006/8/29,1.4533,1.4448,1.4424,1.4359,0.004877,0.006082,0.008752,0.010182,0.9505,0.924,0.9041,0.740572,0.695326,0.659325,0.111,0.248,0.54,0.057,3.088,0.506,40.67591,0.9637,0.638298,0.001123,0.004081,0.011917,0.027807,0.051622,0.075391,0.084646,0.070811,0.042575,0.021309,0.012156,0.010138,0.012615,0.020159,0.033752,0.047633,0.045513,0.026921,0.011428,0.004597,0.002161,0.001276,-62.25661,-32.85943,-88.87051,-46.90641,3.069524,0.271031,0.352993,0.523174,0.900833,3.071171
beijing,2006/9/19,1.5315,1.5298,1.545,1.5591,0.008168,0.012877,0.017958,0.023163,0.874,0.8452,0.8219,0.703006,0.686967,0.68059,0.309,0.337,0.693,0.583,3.154,0.436,99,0.9049,0.679317,0.003278,0.012983,0.034294,0.065603,0.101392,0.127841,0.125416,0.117309,0.140957,0.182507,0.168293,0.1187,0.102447,0.136153,0.254673,0.507118,0.655448,0.339047,0.074764,0.012413,0.002759,0.001072,-315.2435,-50.16049,-151.98084,-24.18268,2.885687,1.431327,1.552754,1.803662,2.368875,2.269838
beijing,2006/9/20,1.4263,1.4626,1.4841,1.4923,0.009616,0.005013,0.005498,0.005778,0.9365,0.925,0.9186,0.720232,0.643052,0.61823,0.065,0.17,0.459,0.099,2.608,0.58,50.346639,0.9078,0.615468,0.000508,0.003756,0.017585,0.047317,0.063693,0.047171,0.027612,0.016023,0.010443,0.008893,0.011097,0.018664,0.030741,0.041014,0.053433,0.070865,0.070685,0.040185,0.014944,0.004789,0.001438,0.000389,-57.73892,-28.30635,-145.69211,-71.42517,1.792906,0.189486,0.224964,0.305072,0.520235,1.5536
beijing,2006/9/21,1.4265,1.464,1.4848,1.4915,0.013118,0.008526,0.009341,0.010057,0.8947,0.8781,0.8688,0.705917,0.642187,0.633385,0.086,0.156,0.49,0.139,2.442,0.571,43.190444,0.8772,0.640411,0.000731,0.007195,0.039209,0.086008,0.074555,0.043276,0.026499,0.019201,0.014934,0.013137,0.016408,0.029769,0.053186,0.066956,0.078973,0.098888,0.092056,0.046503,0.015872,0.005052,0.001524,0.000389,-76.97408,-27.62082,-152.99026,-54.89792,1.923881,0.258447,0.299953,0.393083,0.657014,1.676598
beijing,2006/9/21,1.4313,1.4668,1.483,1.4898,0.013116,0.008558,0.00822,0.007707,0.9053,0.8993,0.9011,0.699814,0.627835,0.612848,0.102,0.154,0.484,0.112,2.515,0.604,14.075864,0.8906,0.614986,0.000794,0.010293,0.050877,0.092823,0.083812,0.057943,0.03546,0.021448,0.014921,0.013085,0.015003,0.022511,0.03759,0.053764,0.064642,0.072355,0.06805,0.043955,0.018971,0.006391,0.001984,0.000612,-100.04161,-34.70692,-181.29246,-62.89487,2.122972,0.248687,0.300209,0.418082,0.74046,1.823468
beijing,2006/9/21,1.5462,1.5465,1.5457,1.5363,0.014898,0.011664,0.01275,0.013216,0.8856,0.8652,0.855,0.670718,0.626741,0.623537,0.081,0.166,0.531,0.144,2.48,0.574,60.08238,0.887,0.633012,0.000745,0.008052,0.03698,0.067216,0.061486,0.04299,0.03053,0.023434,0.019043,0.0173,0.01954,0.027388,0.041972,0.063879,0.093309,0.112781,0.090191,0.045602,0.017679,0.006306,0.002141,0.000672,-71.75581,-26.64859,-114.26018,-42.43381,4.18518,0.290544,0.347673,0.475554,0.835844,1.832236
beijing,2006/9/22,1.4006,1.4354,1.4489,1.4511,0.008807,0.007994,0.009883,0.010914,0.9161,0.8881,0.875,0.730062,0.654254,0.629312,0.103,0.188,0.53,0.092,2.331,0.515,47.337931,0.9201,0.62664,0.000697,0.004696,0.02256,0.065483,0.093473,0.072852,0.045201,0.028946,0.020248,0.015968,0.015758,0.022067,0.037424,0.054265,0.066608,0.071134,0.047119,0.018827,0.006812,0.002778,0.001299,0.000713,-78.59537,-31.61591,-143.90733,-57.88841,1.43929,0.250746,0.304482,0.421677,0.714716,1.567927
beijing,2006/9/22,1.426,1.4533,1.465,1.4715,0.01489,0.010543,0.011634,0.01151,0.8854,0.8653,0.8618,0.710018,0.638374,0.622031,0.161,0.164,0.473,0.194,2.261,0.547,64.468214,0.8762,0.622749,0.001418,0.009645,0.051471,0.141748,0.152723,0.096949,0.058505,0.040036,0.028447,0.022435,0.02568,0.044326,0.079297,0.105535,0.129778,0.148402,0.107751,0.042022,0.012587,0.004295,0.001864,0.000989,-161.85041,-40.64867,-174.16074,-43.74041,2.818841,0.428734,0.511373,0.705774,1.243744,1.949287
beijing,2006/9/23,1.4955,1.5376,1.5477,1.5528,0.019066,0.014279,0.014543,0.014433,0.8826,0.8657,0.8591,0.694393,0.617825,0.59753,0.103,0.165,0.495,0.115,2.523,0.634,16.452783,0.8754,0.59474,0.001125,0.009119,0.039476,0.081812,0.087477,0.064833,0.041035,0.026934,0.019558,0.015979,0.016773,0.025148,0.041516,0.0532,0.059154,0.06725,0.068931,0.049507,0.02278,0.007761,0.00243,0.000786,-137.90967,-35.92627,-194.30606,-50.61785,2.227902,0.312513,0.383244,0.544876,0.928439,1.46787
beijing,2006/9/29,1.4616,1.5017,1.5148,1.5359,0.016809,0.011769,0.010328,0.011297,0.8834,0.8808,0.8709,0.708885,0.636513,0.615395,0.091,0.167,0.481,0.143,2.559,0.589,57.010088,0.8698,0.606641,0.000795,0.00672,0.031411,0.071596,0.078969,0.058464,0.040302,0.025616,0.015353,0.012212,0.016356,0.03028,0.050126,0.063357,0.076066,0.093937,0.096655,0.060765,0.022554,0.006431,0.001868,0.000629,-99.50239,-33.29067,-160.81378,-53.80371,2.916514,0.298076,0.346701,0.480254,0.800745,1.59839
beijing,2006/9/29,1.5063,1.5429,1.5514,1.5766,0.020319,0.015832,0.013659,0.01529,0.8536,0.8557,0.8381,0.691215,0.625794,0.615647,0.075,0.157,0.495,0.128,2.531,0.598,17.369912,0.8585,0.612047,0.000787,0.008308,0.035258,0.064789,0.063288,0.043195,0.026111,0.016449,0.012083,0.011655,0.015669,0.026165,0.043293,0.062454,0.077315,0.08274,0.073518,0.049361,0.023634,0.00828,0.002263,0.000502,-117.80577,-27.45674,-215.83837,-50.30498,3.991728,0.269642,0.302568,0.422108,0.712732,1.53775
beijing,2006/9/30,1.4395,1.4603,1.4586,1.4807,0.009007,0.008899,0.009773,0.014258,0.9261,0.9108,0.8793,0.744821,0.686286,0.659522,0.135,0.229,0.54,0.099,2.388,0.588,26.688458,0.9302,0.639939,0.001212,0.004747,0.016921,0.048675,0.086319,0.091206,0.082457,0.073802,0.050123,0.029766,0.02445,0.029669,0.040591,0.052759,0.063547,0.064549,0.048738,0.027721,0.013707,0.006464,0.00284,0.001112,-93.63031,-40.34043,-108.56953,-46.77696,2.218597,0.41244,0.477138,0.677942,1.083536,1.567319
beijing,2006/10/1,1.5481,1.5621,1.5605,1.5644,0.016034,0.014661,0.012594,0.015766,0.8864,0.8873,0.8558,0.688747,0.63127,0.609022,0.103,0.183,0.499,0.136,2.434,0.627,44.080326,0.8931,0.603662,0.001057,0.006602,0.028052,0.064446,0.080664,0.07269,0.055327,0.037686,0.024258,0.019026,0.021509,0.031677,0.04794,0.065883,0.080497,0.085336,0.073291,0.04706,0.023532,0.009771,0.003338,0.000922,-118.74343,-41.44003,-139.44908,-48.66605,1.659283,0.379256,0.457463,0.653128,1.097867,1.6963
beijing,2006/10/1,1.4616,1.4766,1.4709,1.4964,0.012312,0.010845,0.010642,0.015568,0.9146,0.9074,0.8722,0.733819,0.679785,0.656859,0.133,0.23,0.56,0.1,2.461,0.611,38.948104,0.9122,0.637687,0.001145,0.005291,0.019346,0.050565,0.082863,0.087072,0.076837,0.068177,0.051273,0.033937,0.027891,0.030479,0.03798,0.049129,0.060009,0.062869,0.051907,0.032827,0.016877,0.007708,0.003248,0.001259,-118.04719,-44.23146,-134.22097,-50.29166,2.001734,0.426031,0.486892,0.691612,1.102012,1.59453
beijing,2006/10/1,1.4799,1.5064,1.5032,1.5113,0.017139,0.015124,0.01313,0.015587,0.8771,0.8781,0.8515,0.701961,0.639124,0.616582,0.133,0.184,0.506,0.139,2.142,0.59,96.194797,0.881,0.607,0.001236,0.00851,0.036934,0.085239,0.102849,0.087417,0.068022,0.052199,0.034423,0.023775,0.024697,0.038072,0.061501,0.082713,0.092721,0.087474,0.060479,0.029955,0.012423,0.005123,0.002222,0.001002,-164.63185,-43.68533,-174.93427,-46.41909,2.365295,0.421241,0.505817,0.729708,1.210644,1.785515
beijing,2006/10/1,1.451,1.4934,1.4956,1.505,0.014961,0.015345,0.015459,0.018566,0.8726,0.8552,0.8298,0.710449,0.633127,0.608555,0.141,0.177,0.478,0.131,2.051,0.586,71.963421,0.8901,0.600508,0.001112,0.006947,0.034253,0.098415,0.129606,0.097846,0.063469,0.044218,0.03051,0.022285,0.0235,0.039252,0.069766,0.086781,0.087044,0.072902,0.048316,0.025104,0.011319,0.004992,0.002262,0.001052,-162.44927,-40.9098,-176.35862,-44.41261,2.596826,0.414509,0.497594,0.7177,1.191205,1.778125
beijing,2006/10/1,1.4728,1.4955,1.4925,1.5006,0.014198,0.014413,0.012338,0.017514,0.8931,0.8962,0.8558,0.730851,0.669754,0.641127,0.106,0.215,0.547,0.079,2.143,0.555,21.789954,0.9031,0.628359,0.001021,0.00554,0.019502,0.04454,0.067808,0.074701,0.066116,0.049744,0.031796,0.02039,0.018052,0.024846,0.042208,0.060858,0.059514,0.041017,0.024454,0.01444,0.008414,0.004508,0.002092,0.000823,-126.31162,-36.96513,-173.81808,-50.8679,2.664954,0.332557,0.396929,0.570001,0.915855,1.652092
beijing,2006/10/1,1.4912,1.5056,1.499,1.5078,0.014861,0.014135,0.01286,0.016849,0.8964,0.8937,0.8611,0.728069,0.670955,0.643732,0.101,0.219,0.544,0.081,2.162,0.554,21.698522,0.9003,0.629523,0.001012,0.005069,0.017113,0.039215,0.062306,0.071918,0.065543,0.049896,0.031526,0.019785,0.017526,0.024753,0.042676,0.06157,0.060794,0.042924,0.02611,0.015368,0.008725,0.004531,0.002066,0.000816,-126.83136,-36.80725,-174.0121,-50.4994,2.669619,0.332557,0.396929,0.570001,0.915855,1.652092
beijing,2006/10/1,1.499,1.5173,1.512,1.5597,0.011765,0.012956,0.013997,0.016434,0.885,0.8639,0.8478,0.700805,0.639785,0.624953,0.076,0.17,0.425,0.124,2.093,0.69,70.169759,0.9082,0.603299,0.000884,0.005095,0.019683,0.048422,0.070736,0.06289,0.040075,0.023091,0.016832,0.018677,0.02729,0.038452,0.048929,0.058567,0.065318,0.068002,0.059472,0.037194,0.016327,0.00585,0.002029,0.000738,-88.33617,-32.26823,-141.54527,-51.70492,3.535547,0.315219,0.34458,0.481801,0.810927,1.517203
beijing,2006/10/2,1.5558,1.5681,1.5623,1.5758,0.021051,0.020927,0.015549,0.02265,0.8573,0.8661,0.8206,0.69889,0.64086,0.61458,0.101,0.184,0.488,0.129,2.149,0.585,25.238989,0.8747,0.605391,0.001178,0.007713,0.027046,0.0549,0.075872,0.079356,0.060698,0.036155,0.021205,0.016376,0.019635,0.033373,0.060589,0.089812,0.094152,0.071085,0.044638,0.026178,0.014484,0.007149,0.002977,0.001021,-173.65749,-34.63631,-199.44958,-39.7806,2.822274,0.396399,0.465081,0.671358,1.112461,1.660243
beijing,2006/10/2,1.5201,1.5408,1.5377,1.5509,0.015737,0.015114,0.013552,0.015338,0.8817,0.8795,0.8607,0.70445,0.64221,0.619604,0.081,0.182,0.494,0.094,2.073,0.596,22.05829,0.8923,0.609153,0.000811,0.006011,0.022633,0.046652,0.062201,0.061012,0.045097,0.027817,0.017498,0.014276,0.017363,0.028534,0.047783,0.064241,0.063659,0.049103,0.032554,0.01923,0.01002,0.004605,0.001904,0.000719,-120.18456,-35.06928,-188.69007,-55.05887,3.005803,0.292816,0.344974,0.492464,0.819366,1.567915
beijing,2006/10/2,1.5227,1.5425,1.5378,1.5515,0.015597,0.014759,0.013427,0.015295,0.8833,0.8794,0.8604,0.702457,0.64161,0.621454,0.08,0.182,0.5,0.098,2.128,0.608,23.254353,0.8925,0.611869,0.000922,0.006252,0.022835,0.047292,0.062477,0.059114,0.04342,0.027717,0.018128,0.015032,0.017982,0.028352,0.046171,0.063312,0.065671,0.052613,0.03577,0.021723,0.011705,0.005481,0.002211,0.000769,-120.88714,-34.86182,-190.25256,-54.86564,3.300305,0.294703,0.344246,0.491816,0.817485,1.57035
beijing,2006/10/2,1.5439,1.561,1.5501,1.5543,0.018071,0.015469,0.012554,0.016511,0.8796,0.8858,0.85,0.679247,0.624334,0.60373,0.1,0.182,0.512,0.127,2.211,0.621,98.276811,0.8827,0.596589,0.001191,0.008856,0.031508,0.058856,0.072929,0.070208,0.05493,0.037056,0.023659,0.01893,0.023592,0.038782,0.057044,0.068222,0.07383,0.073588,0.059864,0.035839,0.016179,0.006243,0.002342,0.000907,-145.86205,-43.52012,-176.78893,-52.74761,3.322194,0.365169,0.438172,0.637436,1.055718,1.618009
beijing,2006/10/2,1.5566,1.546,1.5398,1.5383,0.01154,0.013803,0.01478,0.019209,0.896,0.8737,0.838,0.699961,0.657595,0.627114,0.104,0.202,0.458,0.144,2.334,0.603,54.928505,0.9195,0.613606,0.001244,0.006272,0.018739,0.037048,0.061484,0.091117,0.089861,0.049277,0.021372,0.013493,0.01695,0.034829,0.06805,0.088082,0.087511,0.079613,0.066682,0.044731,0.022323,0.008967,0.003295,0.001186,-123.89888,-42.31361,-131.3023,-44.842,3.36853,0.406676,0.499527,0.719014,1.187531,1.561457
beijing,2006/10/2,1.3742,1.4313,1.447,1.4559,0.012735,0.015223,0.014185,0.01957,0.8584,0.8516,0.801,0.71881,0.626592,0.59655,0.192,0.171,0.512,0.111,2.254,0.54,56.432207,0.8918,0.590655,0.000976,0.009689,0.059473,0.166689,0.177322,0.112121,0.069909,0.048825,0.032251,0.020683,0.018255,0.027356,0.053691,0.083845,0.085081,0.063456,0.040993,0.02408,0.012546,0.005788,0.002455,0.000987,-167.15252,-37.12999,-190.14723,-42.23786,3.779265,0.394961,0.476298,0.691233,1.140497,1.643396
beijing,2006/10/2,1.5319,1.5487,1.54,1.5478,0.015465,0.014585,0.01283,0.013576,0.8867,0.886,0.8768,0.705967,0.642722,0.621135,0.079,0.186,0.482,0.097,1.972,0.6,18.692122,0.8951,0.6127,0.000945,0.005111,0.018016,0.041691,0.064058,0.065329,0.045394,0.026018,0.016917,0.015875,0.021636,0.034743,0.052062,0.065341,0.063569,0.047595,0.029694,0.016794,0.008911,0.004407,0.001998,0.000823,-124.84235,-33.74226,-189.27953,-51.15827,4.400739,0.302678,0.353567,0.510403,0.845744,1.60049
beijing,2006/10/3,1.4955,1.4968,1.4832,1.4905,0.01475,0.017966,0.017335,0.019277,0.8735,0.8586,0.8414,0.724509,0.668563,0.641593,0.091,0.199,0.483,0.076,2.002,0.618,16.700491,0.9039,0.626329,0.001325,0.005781,0.017466,0.037624,0.060892,0.074634,0.064828,0.041255,0.023502,0.016024,0.016233,0.024129,0.040473,0.054294,0.05029,0.035223,0.022352,0.014074,0.008514,0.00455,0.002014,0.000721,-124.86873,-31.32481,-183.63565,-46.0672,4.001832,0.290456,0.348659,0.517168,0.879205,1.822644
beijing,2006/10/4,1.5076,1.5218,1.5159,1.5327,0.01347,0.011084,0.011007,0.013863,0.9116,0.9018,0.8793,0.713638,0.660204,0.636633,0.148,0.223,0.543,0.163,2.684,0.538,62.978389,0.9058,0.620016,0.001367,0.006177,0.021949,0.056315,0.094548,0.104312,0.092327,0.07404,0.047525,0.031155,0.027692,0.03152,0.042556,0.066,0.103006,0.13589,0.115427,0.05676,0.021781,0.008562,0.003631,0.001652,-117.17375,-45.9679,-104.9148,-41.15865,1.889868,0.523023,0.616522,0.877102,1.38985,1.476573
beijing,2006/10/5,1.5088,1.5187,1.5169,1.518,0.01501,0.013132,0.010565,0.01328,0.9035,0.9074,0.8826,0.715476,0.659446,0.624829,0.272,0.222,0.511,0.264,2.391,0.518,84.740727,0.9009,0.608477,0.002695,0.011751,0.0387,0.088386,0.151397,0.222016,0.218202,0.131769,0.068607,0.046605,0.045299,0.057377,0.091562,0.15194,0.210659,0.210563,0.129845,0.05526,0.021943,0.00991,0.005349,0.003456,-286.96622,-73.4991,-134.42433,-34.42937,2.090861,0.919935,1.140518,1.653307,2.665636,1.991966
beijing,2006/10/5,1.4897,1.5138,1.5127,1.5369,0.014396,0.011263,0.010478,0.014097,0.9093,0.9032,0.8762,0.724094,0.662543,0.634545,0.154,0.218,0.531,0.171,2.679,0.534,53.453632,0.8996,0.614914,0.001489,0.006288,0.023302,0.061739,0.09974,0.11122,0.102376,0.075422,0.043506,0.02803,0.026163,0.032131,0.045876,0.072188,0.110332,0.141,0.119483,0.059575,0.02261,0.008839,0.003762,0.001647,-141.61684,-50.746,-124.36893,-44.56551,2.146641,0.539991,0.628428,0.895541,1.419765,1.535353
beijing,2006/10/5,1.4757,1.4994,1.4929,1.5231,0.01415,0.012382,0.011905,0.016879,0.8991,0.8897,0.8529,0.719749,0.658591,0.633294,0.16,0.204,0.483,0.192,2.277,0.585,98.268238,0.8978,0.612483,0.001506,0.007445,0.027204,0.06825,0.111378,0.125898,0.109783,0.076256,0.045813,0.033336,0.035773,0.046395,0.062068,0.088328,0.125221,0.150048,0.110418,0.046417,0.015249,0.00544,0.002319,0.001147,-190.49145,-52.5246,-156.11698,-43.04646,2.653194,0.586608,0.667097,0.958689,1.529608,1.658821
beijing,2006/10/6,1.504,1.5241,1.5211,1.517,0.012751,0.011672,0.011745,0.014508,0.9169,0.9064,0.8793,0.718767,0.66122,0.62725,0.246,0.226,0.5,0.202,2.212,0.529,72.465967,0.9157,0.609834,0.002322,0.00947,0.030218,0.073121,0.136426,0.195294,0.191934,0.138745,0.072712,0.038127,0.033631,0.052276,0.094928,0.144173,0.177511,0.129224,0.059988,0.029415,0.018678,0.011854,0.005951,0.002318,-230.71881,-72.18906,-119.50073,-37.3903,2.233291,0.833925,1.051061,1.521526,2.375652,1.722021
beijing,2006/10/11,1.46,1.4606,1.4541,1.4761,0.010871,0.009763,0.010804,0.014729,0.9142,0.9004,0.8721,0.739514,0.699465,0.682272,0.137,0.258,0.631,0.12,2.902,0.501,31.243683,0.9142,0.665763,0.001235,0.004651,0.017447,0.048751,0.074856,0.073534,0.070609,0.072797,0.059016,0.038649,0.029067,0.028524,0.034148,0.047983,0.072952,0.098002,0.090819,0.052138,0.021452,0.007686,0.002506,0.000718,-97.8731,-38.69081,-114.50926,-45.26735,2.424416,0.427312,0.487128,0.674018,1.062157,1.310274
beijing,2006/10/12,1.3934,1.4158,1.4117,1.4486,0.011761,0.010228,0.010626,0.01732,0.9026,0.8917,0.8456,0.747558,0.693187,0.677477,0.161,0.227,0.588,0.136,2.408,0.57,97.933175,0.9002,0.656447,0.001273,0.006442,0.026579,0.073252,0.108093,0.097536,0.079597,0.071023,0.061152,0.048061,0.041116,0.041195,0.046231,0.061056,0.085034,0.099429,0.080039,0.0418,0.015785,0.005331,0.001926,0.000802,-147.66976,-41.20272,-165.5324,-46.18674,2.464947,0.472132,0.511227,0.710914,1.118837,1.395603
beijing,2006/10/12,1.3861,1.4093,1.408,1.4364,0.01118,0.010025,0.010431,0.015504,0.905,0.8942,0.8555,0.753699,0.699149,0.680339,0.165,0.248,0.646,0.113,2.639,0.472,89.722804,0.9045,0.661342,0.000927,0.005649,0.025097,0.068693,0.100396,0.093707,0.079594,0.07259,0.06143,0.045658,0.036719,0.035211,0.037996,0.050523,0.078656,0.104247,0.0805,0.031954,0.009189,0.003045,0.001491,0.001133,-120.67729,-40.34891,-142.79014,-47.74243,2.630154,0.435051,0.484816,0.673763,1.058786,1.344209
beijing,2006/10/12,1.3916,1.4166,1.417,1.4568,0.013004,0.011797,0.012042,0.020298,0.8884,0.8774,0.8236,0.747051,0.690862,0.673527,0.165,0.218,0.59,0.156,2.517,0.595,95.746883,0.8895,0.652781,0.000939,0.007712,0.034678,0.082558,0.108655,0.099572,0.08316,0.07032,0.056228,0.044133,0.040453,0.045014,0.054998,0.071602,0.090877,0.10101,0.089248,0.059003,0.028376,0.010228,0.002917,0.00068,-169.57269,-34.90113,-186.33701,-38.35153,3.168646,0.493168,0.526249,0.725335,1.144451,1.430786
beijing,2006/10/17,1.5201,1.5157,1.5049,1.556,0.015123,0.012,0.01099,0.017042,0.8859,0.8928,0.8585,0.74232,0.717122,0.712487,0.071,0.2,0.515,0.243,2.175,0.764,5.71688,0.8632,0.695182,0.001571,0.006659,0.017725,0.031018,0.03989,0.043597,0.045572,0.04815,0.050969,0.053645,0.057718,0.063898,0.073641,0.090463,0.11283,0.1289,0.122946,0.091075,0.04976,0.019381,0.00528,0.000999,-158.54444,-30.04943,-198.23027,-37.57122,3.076852,0.548229,0.556828,0.687,0.919681,1.118418
beijing,2006/10/17,1.5421,1.5414,1.5363,1.5878,0.014299,0.012623,0.012846,0.018293,0.877,0.8735,0.8449,0.729165,0.699838,0.695416,0.069,0.193,0.491,0.274,2.723,0.798,13.26696,0.8705,0.678577,0.001161,0.005522,0.016788,0.03335,0.045848,0.047819,0.04325,0.039505,0.039963,0.045005,0.052958,0.059791,0.065612,0.075311,0.092668,0.118694,0.147356,0.155051,0.11488,0.050181,0.011578,0.001357,-162.09166,-30.3729,-207.26813,-38.83811,3.765653,0.525587,0.528457,0.660153,0.915779,1.158527
beijing,2006/10/19,1.3837,1.4452,1.468,1.4968,0.012615,0.011765,0.011684,0.015155,0.8618,0.8555,0.8244,0.707304,0.646407,0.642848,0.113,0.15,0.524,0.165,2.541,0.616,60.466409,0.8667,0.642717,0.000568,0.012551,0.074324,0.117504,0.077534,0.043275,0.030499,0.026379,0.022474,0.019719,0.022813,0.035632,0.056681,0.074173,0.086559,0.101068,0.104358,0.072242,0.030398,0.009287,0.002604,0.000753,-104.0511,-29.49948,-184.11234,-52.1976,2.065024,0.321715,0.356502,0.462215,0.706292,1.568056
beijing,2006/10/19,1.4266,1.455,1.457,1.4762,0.008034,0.008691,0.009202,0.012579,0.9143,0.9033,0.878,0.742223,0.688715,0.671201,0.186,0.224,0.573,0.218,2.212,0.489,50.264365,0.9247,0.659888,0.00136,0.006089,0.027102,0.086386,0.132563,0.11431,0.092044,0.084806,0.069753,0.049262,0.042988,0.056145,0.089333,0.137259,0.186005,0.175957,0.088571,0.028787,0.009831,0.004544,0.002745,0.002001,-144.77616,-52.27864,-121.58218,-43.90329,2.303522,0.633409,0.719197,0.964832,1.472768,1.623428
beijing,2006/10/19,1.4449,1.5131,1.529,1.5482,0.015213,0.014506,0.013169,0.015537,0.8628,0.8659,0.8445,0.708635,0.651399,0.645761,0.083,0.161,0.561,0.124,2.286,0.606,7.187641,0.8657,0.645756,0.000506,0.010563,0.051427,0.07161,0.051309,0.034901,0.028655,0.025784,0.02142,0.018042,0.020046,0.030533,0.050381,0.070648,0.07971,0.075076,0.058878,0.036416,0.01735,0.006626,0.002152,0.000613,-109.1091,-29.79953,-206.10476,-56.29068,2.565065,0.298047,0.337056,0.43981,0.647751,1.529365
beijing,2006/10/25,1.4132,1.4362,1.4395,1.458,0.011307,0.011331,0.013733,0.018046,0.9034,0.8741,0.8399,0.732837,0.660415,0.631485,0.169,0.203,0.535,0.096,2.209,0.634,59.424575,0.9152,0.615008,0.001425,0.006747,0.028088,0.086194,0.142419,0.124181,0.085651,0.062197,0.043024,0.029664,0.028589,0.040316,0.055042,0.055866,0.050825,0.046241,0.03733,0.024855,0.014629,0.00794,0.003691,0.001359,-106.30983,-38.26884,-113.55495,-40.8769,2.806708,0.421595,0.49463,0.711961,1.228866,1.467008
beijing,2006/10/26,1.4474,1.4723,1.4734,1.4997,0.015355,0.012943,0.013108,0.019114,0.8819,0.8696,0.828,0.713578,0.654705,0.64261,0.139,0.2,0.601,0.159,2.899,0.616,79.913156,0.8792,0.633558,0.001192,0.007787,0.035909,0.089553,0.105271,0.078588,0.055995,0.045637,0.038722,0.034418,0.034272,0.037617,0.043997,0.054876,0.071227,0.093724,0.108087,0.088623,0.0466,0.016681,0.004356,0.000847,-127.77019,-38.47916,-152.85373,-46.03329,2.569911,0.422486,0.47486,0.654027,1.073771,1.133869
beijing,2006/10/26,1.4564,1.4679,1.4662,1.5024,0.016107,0.012897,0.01242,0.018192,0.8811,0.874,0.8349,0.714078,0.661928,0.648896,0.115,0.189,0.528,0.156,2.448,0.638,97.413156,0.8745,0.633579,0.000983,0.007686,0.032473,0.070866,0.085159,0.072809,0.057902,0.044965,0.034669,0.030971,0.034332,0.038917,0.042763,0.0534,0.074214,0.105568,0.112631,0.066553,0.021772,0.005422,0.001455,0.000496,-134.43271,-38.48687,-172.95703,-49.51604,2.94141,0.400768,0.438817,0.603963,0.998825,1.130903
beijing,2006/10/26,1.5165,1.5,1.4924,1.5071,0.014562,0.013027,0.012799,0.014848,0.895,0.8875,0.8701,0.706452,0.675022,0.661394,0.14,0.228,0.593,0.152,2.632,0.553,51.992157,0.8951,0.649762,0.001342,0.006332,0.025437,0.065398,0.086423,0.076138,0.069798,0.069642,0.057372,0.040466,0.032202,0.033075,0.042052,0.061328,0.093895,0.125415,0.104606,0.05061,0.02008,0.008576,0.00368,0.001363,-104.67471,-39.05798,-104.86283,-39.12818,3.066298,0.485496,0.5635,0.774971,1.257907,1.144621
beijing,2006/10/26,1.3855,1.4199,1.4346,1.4824,0.015023,0.012809,0.013418,0.022186,0.866,0.8502,0.7918,0.724318,0.65653,0.639465,0.13,0.17,0.506,0.149,2.484,0.658,96.908509,0.866,0.621239,0.000687,0.009366,0.048826,0.103341,0.108695,0.078629,0.052359,0.036946,0.028388,0.025412,0.028046,0.035646,0.047434,0.064562,0.081663,0.089921,0.081241,0.058152,0.031886,0.013113,0.004016,0.000914,-146.86473,-30.27695,-214.94855,-44.31279,3.450485,0.376122,0.39083,0.534139,0.887628,1.112669
beijing,2006/10/28,1.4601,1.475,1.4709,1.5248,0.020386,0.018442,0.02041,0.025709,0.8436,0.8192,0.7915,0.722865,0.67083,0.659725,0.048,0.194,0.526,0.075,2.4,0.7,98.795043,0.8515,0.635344,0.000413,0.003115,0.012368,0.026663,0.034643,0.032306,0.02575,0.019082,0.01479,0.014115,0.017254,0.022772,0.028528,0.033357,0.035376,0.036502,0.036221,0.03082,0.019265,0.007965,0.002088,0.000344,-69.32441,-19.3703,-199.58137,-55.76609,3.115637,0.195987,0.203463,0.275717,0.436224,0.833886
beijing,2006/11/2,1.413,1.4536,1.4595,1.5045,0.014701,0.013129,0.013495,0.017739,0.8543,0.8411,0.8128,0.709057,0.656798,0.656211,0.087,0.162,0.551,0.153,2.677,0.653,98.758711,0.8576,0.643717,0.000548,0.009721,0.049112,0.077261,0.058718,0.038591,0.030026,0.025885,0.021662,0.019759,0.024081,0.03497,0.047051,0.058665,0.069339,0.085133,0.097214,0.081265,0.041373,0.01297,0.00276,0.000424,-88.81949,-25.55349,-175.00181,-50.34825,2.533484,0.29147,0.311456,0.409749,0.640581,1.036767
