site,Date.dd.mm.yyyy.,REFR.440.,REFR.676.,REFR.869.,REFR.1020.,REFI.440.,REFI.676.,REFI.869.,REFI.1020.,SSA676.T,SSA869.T,SSA1020.T,ASYM440.T,ASYM676.T,ASYM869.T,VolCon.F,VolMedianRad.F,StdDev.F,VolCon.C,VolMedianRad.C,StdDev.C,X.sphericity,SSA440.T,ASYM1020.T,X0.05,X0.065604,X0.086077,X0.112939,X0.148184,X0.194429,X0.255105,X0.334716,X0.439173,X0.576227,X0.756052,X0.991996,X1.301571,X1.707757,X2.240702,X2.939966,X3.857452,X5.06126,X6.640745,X8.713145,X11.432287,X15,RadiativeForcing.BOA.,RadiativeForcing.TOA.,ForcingEfficiency.BOA.,ForcingEfficiency.TOA.,sky_error,AOT_1020,AOT_870,AOT_675,AOT_440,Water.cm.
beijing,2002/5/17,1.4263,1.4691,1.495,1.4897,0.015024,0.010624,0.011787,0.010514,0.8835,0.8664,0.871,0.703136,0.638825,0.628351,0.089,0.153,0.503,0.116,2.532,0.629,7.016,0.8693,0.640552,0.000635,0.010059,0.049165,0.084127,0.071593,0.044714,0.026892,0.018681,0.015543,0.014574,0.016209,0.024049,0.041385,0.057559,0.062108,0.066532,0.066492,0.049051,0.024052,0.008552,0.002523,0.000661,-99.7674,-23.8514,-202.71034,-48.46197,2.27221,0.239471,0.291523,0.388662,0.646553,1.321949
beijing,2002/5/17,1.4499,1.483,1.5023,1.4968,0.013733,0.010228,0.012407,0.012171,0.8927,0.8687,0.8649,0.70845,0.648666,0.635756,0.089,0.166,0.52,0.124,2.439,0.603,23.68671,0.8853,0.64315,0.000824,0.008639,0.038561,0.073298,0.071191,0.04953,0.033141,0.024709,0.020132,0.017329,0.017781,0.025779,0.044595,0.061904,0.071175,0.080196,0.07501,0.045649,0.018436,0.006005,0.001808,0.000521,-94.46215,-27.99056,-169.42286,-50.20255,2.431224,0.272949,0.329016,0.441159,0.726378,1.418842
beijing,2002/5/17,1.4876,1.5323,1.5699,1.5591,0.01535,0.009104,0.009364,0.008782,0.8724,0.8598,0.8626,0.683132,0.630168,0.625585,0.066,0.132,0.425,0.202,3.155,0.603,25.24201,0.8546,0.645015,0.000689,0.011888,0.051214,0.068909,0.049846,0.029577,0.016589,0.009897,0.007468,0.008316,0.01371,0.026879,0.044458,0.05613,0.071983,0.11177,0.165738,0.151114,0.068419,0.017604,0.003279,0.000504,-85.78894,-23.89618,-185.11236,-51.56233,2.691636,0.242255,0.285322,0.36637,0.608326,1.401635
beijing,2002/5/17,1.4927,1.5295,1.556,1.5429,0.01714,0.010632,0.009579,0.008242,0.871,0.8665,0.8761,0.695131,0.640166,0.632025,0.074,0.151,0.499,0.197,3.265,0.552,11.582601,0.8566,0.64689,0.000677,0.00952,0.042768,0.069772,0.058821,0.037254,0.022631,0.015332,0.01195,0.010625,0.01174,0.017352,0.031091,0.05496,0.088461,0.130674,0.159617,0.132425,0.06664,0.020659,0.004176,0.000569,-105.93027,-25.05033,-202.71466,-47.93785,2.951134,0.256263,0.311375,0.410686,0.683935,1.415772
beijing,2002/5/18,1.5127,1.5292,1.5393,1.5138,0.012687,0.010835,0.010291,0.009673,0.8755,0.8738,0.8764,0.694674,0.661242,0.661694,0.053,0.148,0.484,0.151,2.538,0.684,13.202598,0.8811,0.682224,0.000704,0.008593,0.032984,0.046776,0.03776,0.026577,0.019335,0.015165,0.01384,0.015714,0.021578,0.032431,0.047346,0.060499,0.07105,0.084328,0.091418,0.07277,0.03705,0.012153,0.002743,0.000443,-78.83815,-23.79641,-178.66679,-53.92857,4.508657,0.240325,0.283144,0.357893,0.564687,1.355803
beijing,2002/5/19,1.5473,1.5505,1.5628,1.546,0.015673,0.011127,0.011858,0.010976,0.8812,0.872,0.876,0.703612,0.669736,0.664596,0.052,0.164,0.494,0.172,2.667,0.74,11.136146,0.8661,0.674913,0.000933,0.006289,0.021724,0.039649,0.041676,0.0305,0.02168,0.019718,0.021552,0.021923,0.02245,0.031183,0.052487,0.070912,0.07441,0.076716,0.086137,0.09017,0.065166,0.025427,0.004786,0.000424,-104.39265,-20.83175,-204.28478,-40.76541,2.55546,0.286805,0.334681,0.41736,0.640207,1.386454
beijing,2002/5/19,1.394,1.4491,1.4916,1.4981,0.017269,0.011221,0.011946,0.011499,0.8659,0.8531,0.8528,0.699278,0.623852,0.610125,0.098,0.137,0.394,0.137,2.444,0.646,18.132742,0.8409,0.623796,0.000787,0.010057,0.054838,0.113796,0.09373,0.045829,0.021936,0.013766,0.011676,0.012523,0.01676,0.028073,0.047723,0.064016,0.073542,0.083298,0.082028,0.055825,0.024673,0.007971,0.002169,0.000531,-94.68136,-23.57531,-191.03968,-47.56818,2.87586,0.25471,0.301233,0.392662,0.653114,1.435779
beijing,2002/5/27,1.4134,1.4661,1.5073,1.5177,0.025374,0.014174,0.014343,0.013605,0.8317,0.8171,0.8179,0.688911,0.61662,0.609458,0.091,0.132,0.389,0.165,2.989,0.618,22.735074,0.7932,0.624456,0.000819,0.01214,0.061899,0.108292,0.081544,0.038982,0.017821,0.010626,0.008818,0.009412,0.012677,0.021776,0.038285,0.052979,0.067441,0.096581,0.12955,0.109549,0.048741,0.013099,0.002656,0.000456,-98.74455,-18.7533,-205.32817,-38.99538,1.949449,0.240008,0.282912,0.373421,0.645137,1.786756
beijing,2002/5/27,1.4112,1.4505,1.4812,1.4839,0.021477,0.013308,0.014605,0.014801,0.8285,0.8019,0.7935,0.693439,0.626589,0.621122,0.081,0.135,0.397,0.177,2.918,0.634,94.057692,0.8107,0.638248,0.000828,0.009677,0.048681,0.094971,0.074885,0.03614,0.017403,0.011136,0.009634,0.01046,0.014426,0.026179,0.047237,0.060885,0.073461,0.100451,0.129746,0.10927,0.052462,0.016131,0.003669,0.000659,-81.71682,-16.53449,-181.34395,-36.69293,3.161677,0.229874,0.268077,0.350583,0.605156,1.827119
beijing,2002/5/28,1.5067,1.5351,1.5591,1.534,0.016812,0.012237,0.009727,0.009748,0.8707,0.8769,0.8699,0.705953,0.644883,0.627449,0.04,0.154,0.418,0.108,2.833,0.649,14.21358,0.8663,0.647784,0.000437,0.003501,0.014918,0.033763,0.040726,0.028012,0.014511,0.008633,0.007416,0.008434,0.010873,0.016045,0.025974,0.037918,0.050237,0.065924,0.075092,0.060251,0.031121,0.010484,0.002363,0.000361,-69.42078,-17.56762,-208.65393,-52.80196,2.511712,0.161297,0.197975,0.262588,0.434243,1.920606
beijing,2002/5/29,1.493,1.5457,1.5758,1.574,0.018748,0.014123,0.012622,0.011074,0.855,0.8526,0.8582,0.689051,0.620866,0.609597,0.055,0.14,0.42,0.128,2.966,0.669,7.71315,0.8549,0.621271,0.000617,0.007009,0.031011,0.056366,0.049337,0.02807,0.01506,0.009535,0.0075,0.007725,0.011203,0.020994,0.036205,0.04504,0.050731,0.064198,0.081685,0.079333,0.048445,0.017524,0.003723,0.000465,-89.59052,-17.88678,-225.59417,-45.03996,2.181743,0.192821,0.235432,0.314612,0.518889,2.027687
beijing,2002/5/30,1.4459,1.4966,1.5279,1.525,0.014523,0.010222,0.010836,0.008614,0.8768,0.8623,0.8798,0.696571,0.625454,0.616444,0.065,0.139,0.398,0.131,2.823,0.667,5.540141,0.8688,0.631087,0.000515,0.007329,0.036162,0.068273,0.063315,0.035782,0.015971,0.008794,0.007698,0.009635,0.014186,0.023201,0.037153,0.047102,0.053819,0.069274,0.087236,0.077743,0.041055,0.013295,0.002904,0.000451,-85.06935,-21.78426,-209.19317,-53.56945,1.412164,0.202776,0.243471,0.321485,0.536383,2.054426
beijing,2002/5/30,1.4225,1.4665,1.4964,1.4831,0.015193,0.010412,0.010268,0.009716,0.8637,0.8517,0.8474,0.688995,0.619158,0.614602,0.079,0.134,0.386,0.147,3.125,0.616,11.256022,0.8568,0.642362,0.000669,0.009645,0.049471,0.090255,0.073714,0.037538,0.016455,0.008986,0.007315,0.008121,0.010673,0.016451,0.02827,0.043803,0.059816,0.085941,0.114617,0.101004,0.049748,0.015235,0.003407,0.000601,-77.37393,-21.32906,-185.53684,-51.14547,2.519314,0.195439,0.238752,0.322113,0.564941,1.823153
beijing,2002/5/30,1.4526,1.5078,1.5414,1.5357,0.01472,0.010296,0.008911,0.008165,0.8707,0.8735,0.8783,0.674229,0.602936,0.600437,0.057,0.129,0.376,0.109,2.82,0.634,4.208986,0.8645,0.624824,0.00037,0.007071,0.039614,0.070358,0.050933,0.022284,0.009382,0.005621,0.00538,0.007072,0.010647,0.017452,0.028644,0.039785,0.050199,0.06548,0.076264,0.061778,0.030554,0.009205,0.001752,0.000216,-71.91366,-20.11161,-217.66422,-60.87268,2.722372,0.157211,0.19446,0.258898,0.443382,1.830162
beijing,2002/5/30,1.4732,1.513,1.5359,1.5275,0.015768,0.011708,0.010076,0.009003,0.8594,0.8556,0.8613,0.668043,0.602071,0.604093,0.067,0.129,0.387,0.137,3.135,0.646,8.027362,0.8623,0.629428,0.000784,0.01089,0.048942,0.078286,0.057709,0.027434,0.012096,0.0068,0.005678,0.00684,0.01068,0.019235,0.032657,0.043753,0.052553,0.06892,0.091544,0.093788,0.057904,0.019267,0.003378,0.000314,-88.82802,-20.37567,-223.03454,-51.16042,3.001776,0.177133,0.222855,0.304816,0.548426,1.803821
beijing,2002/5/31,1.48,1.5232,1.5448,1.5342,0.01534,0.010509,0.009375,0.008099,0.8802,0.8773,0.8875,0.688814,0.620372,0.611539,0.058,0.14,0.414,0.118,2.747,0.662,5.207249,0.871,0.628352,0.000768,0.007848,0.032639,0.058757,0.053981,0.031717,0.015819,0.009095,0.007258,0.008116,0.011961,0.021203,0.036275,0.04835,0.05554,0.065092,0.072004,0.061546,0.035369,0.012986,0.002992,0.00043,-82.17811,-20.68426,-207.25081,-52.1651,2.388891,0.184173,0.229,0.310048,0.52826,2.012514
beijing,2002/6/1,1.4651,1.5176,1.5509,1.5502,0.012116,0.007009,0.008529,0.009612,0.9135,0.8913,0.8739,0.705087,0.623101,0.601983,0.101,0.152,0.38,0.222,2.578,0.622,38.915457,0.891,0.612643,0.001037,0.005958,0.028864,0.090643,0.122536,0.069533,0.029434,0.01678,0.014983,0.018259,0.026534,0.042152,0.061502,0.079375,0.111543,0.159924,0.164961,0.095587,0.035239,0.010606,0.002865,0.000683,-92.036,-33.14303,-123.83138,-44.59284,3.042923,0.373603,0.442619,0.588426,0.968268,2.414043
beijing,2002/6/2,1.5054,1.54,1.5625,1.5541,0.015725,0.010127,0.011454,0.010524,0.8944,0.8754,0.8754,0.704552,0.635904,0.616213,0.117,0.169,0.483,0.233,2.694,0.589,21.114179,0.8778,0.622498,0.001281,0.008353,0.036609,0.0881,0.107884,0.080595,0.046083,0.028468,0.021612,0.020416,0.02685,0.04664,0.071565,0.081447,0.103617,0.16378,0.192915,0.1073,0.036369,0.01166,0.003704,0.001011,-153.73405,-38.10246,-169.93197,-42.11706,1.751869,0.436181,0.527471,0.711569,1.175202,3.16424
beijing,2002/6/2,1.4852,1.5205,1.5444,1.5412,0.014441,0.008895,0.01029,0.010343,0.9009,0.8793,0.8733,0.705915,0.637893,0.618529,0.118,0.159,0.424,0.254,2.557,0.608,43.371929,0.8818,0.624045,0.001151,0.009114,0.040718,0.094123,0.11401,0.085387,0.049678,0.029901,0.022597,0.023109,0.030334,0.044023,0.060238,0.080821,0.129507,0.212666,0.208954,0.092661,0.028122,0.0091,0.003141,0.000985,-125.74967,-37.95004,-136.82467,-41.29237,2.784911,0.450822,0.538849,0.723347,1.196055,3.114217
beijing,2002/6/3,1.536,1.5574,1.5739,1.56,0.017086,0.01071,0.011595,0.010241,0.8915,0.8745,0.8769,0.701992,0.64239,0.624339,0.112,0.172,0.496,0.256,2.83,0.606,17.440535,0.8742,0.630016,0.001281,0.009372,0.037246,0.077969,0.094102,0.078283,0.050797,0.031779,0.02248,0.019783,0.025583,0.048119,0.083273,0.091775,0.098981,0.143051,0.20311,0.160459,0.0586,0.014003,0.003511,0.001176,-167.29348,-36.304,-177.04205,-38.41952,1.723355,0.453364,0.54999,0.742098,1.220511,3.150346
beijing,2002/6/5,1.5068,1.5312,1.5441,1.5289,0.01543,0.012902,0.013725,0.012512,0.8963,0.8766,0.8743,0.713457,0.643741,0.608438,0.127,0.185,0.46,0.167,2.535,0.589,34.229924,0.8954,0.603036,0.001194,0.007911,0.028673,0.063303,0.100763,0.113859,0.080156,0.041887,0.022723,0.017329,0.021184,0.036276,0.057887,0.06807,0.083709,0.118846,0.12543,0.06475,0.020262,0.006304,0.002475,0.001231,-163.38858,-39.11858,-162.89735,-39.00097,1.98082,0.422051,0.542004,0.776975,1.299275,3.434607
beijing,2002/6/5,1.5034,1.5499,1.5815,1.5771,0.024089,0.01273,0.012653,0.011892,0.8787,0.8662,0.8626,0.716915,0.639127,0.609295,0.138,0.173,0.459,0.311,2.885,0.543,34.498809,0.8412,0.609514,0.00152,0.008238,0.034775,0.09233,0.130505,0.108757,0.064006,0.035442,0.022314,0.019349,0.026071,0.045578,0.07095,0.093905,0.140886,0.238714,0.288714,0.162976,0.049789,0.01234,0.003034,0.000747,-188.43408,-37.1018,-167.12468,-32.90608,2.416433,0.541869,0.661376,0.89368,1.436179,3.432932
beijing,2002/6/5,1.5038,1.5654,1.5865,1.5755,0.014548,0.008264,0.009187,0.009567,0.911,0.8916,0.8797,0.696909,0.617725,0.595294,0.153,0.173,0.477,0.338,2.875,0.569,78.926629,0.8833,0.601677,0.00163,0.007694,0.036048,0.114601,0.156273,0.101675,0.058148,0.040794,0.031864,0.028487,0.034016,0.050302,0.071056,0.101819,0.167409,0.264471,0.281184,0.166277,0.065374,0.021769,0.006464,0.001634,-116.00306,-39.77457,-93.88187,-32.18976,4.01464,0.588787,0.719971,0.991775,1.562899,3.306014
beijing,2002/6/6,1.5259,1.5418,1.5573,1.5482,0.023519,0.013914,0.013928,0.012818,0.8758,0.8611,0.8593,0.716168,0.656559,0.629217,0.157,0.189,0.477,0.349,2.956,0.554,53.844473,0.8493,0.625276,0.001737,0.009105,0.033892,0.082045,0.123116,0.124016,0.094344,0.061549,0.035129,0.023075,0.026485,0.049483,0.086266,0.10939,0.142285,0.227549,0.324612,0.22664,0.065482,0.012536,0.002894,0.001091,-225.13114,-36.09679,-166.87203,-26.75572,2.331544,0.628366,0.773651,1.060769,1.707684,3.557074
beijing,2002/6/7,1.5046,1.519,1.5428,1.5531,0.009882,0.010665,0.013143,0.017514,0.8888,0.8712,0.8418,0.719392,0.683615,0.663708,0.308,0.298,0.676,0.643,3.35,0.448,99,0.8961,0.660698,0.00298,0.011497,0.03332,0.074623,0.131412,0.171671,0.156211,0.124175,0.118742,0.131114,0.122762,0.109093,0.112141,0.142814,0.233984,0.452203,0.711447,0.508188,0.130861,0.019003,0.002799,0.000564,-310.43633,-47.60792,-142.22877,-21.81193,2.9076,1.352548,1.517599,1.851222,2.563502,4.033453
beijing,2002/6/13,1.4942,1.5046,1.5262,1.5126,0.01399,0.00966,0.008495,0.007793,0.8846,0.8853,0.886,0.674932,0.616657,0.604204,0.083,0.148,0.477,0.145,2.927,0.572,41.452745,0.8874,0.620517,0.000831,0.010462,0.046567,0.080631,0.07064,0.0431,0.02399,0.014776,0.01091,0.009913,0.011917,0.019143,0.033353,0.050947,0.072725,0.100792,0.112411,0.078472,0.033599,0.010581,0.002939,0.00078,-97.46823,-29.66518,-184.69715,-56.21395,3.274725,0.225036,0.282149,0.391314,0.738843,2.579673
beijing,2002/6/13,1.3623,1.399,1.43,1.4356,0.015059,0.00872,0.008877,0.009284,0.8957,0.8863,0.8761,0.718976,0.627511,0.597609,0.103,0.152,0.366,0.089,2.096,0.651,55.431879,0.864,0.60288,0.000666,0.00504,0.027803,0.091592,0.128603,0.073176,0.02911,0.015307,0.012958,0.014354,0.016603,0.020751,0.030268,0.045114,0.058624,0.059928,0.042373,0.020491,0.007946,0.003006,0.001249,0.00059,-67.25113,-23.71813,-144.70832,-51.03573,3.315909,0.21058,0.25642,0.353291,0.637966,2.926788
beijing,2002/6/13,1.4632,1.4943,1.5272,1.5112,0.011757,0.007826,0.006751,0.006415,0.8944,0.8969,0.8957,0.670767,0.610299,0.604615,0.077,0.13,0.401,0.144,2.883,0.623,12.153716,0.8888,0.632129,0.000946,0.012782,0.055608,0.086799,0.064909,0.032917,0.015563,0.009116,0.007748,0.009131,0.012968,0.02024,0.032335,0.048579,0.06908,0.094224,0.105574,0.080367,0.039136,0.012801,0.002989,0.000512,-86.42694,-26.47753,-196.05711,-60.06353,3.469433,0.201624,0.250214,0.33528,0.610082,2.564004
beijing,2002/6/14,1.4037,1.4264,1.4473,1.442,0.010927,0.00723,0.007097,0.007538,0.9226,0.9149,0.9032,0.724125,0.643774,0.607333,0.179,0.18,0.509,0.14,2.71,0.54,42.067487,0.9104,0.605317,0.001592,0.010653,0.045694,0.116488,0.164525,0.137258,0.080232,0.04333,0.028093,0.022397,0.020975,0.025975,0.041076,0.061054,0.078884,0.102084,0.10493,0.059684,0.02101,0.006459,0.001963,0.000573,-137.68022,-42.60403,-153.02749,-47.35312,1.59945,0.364915,0.464698,0.671685,1.237713,3.347622
beijing,2002/7/7,1.3827,1.43,1.4586,1.4642,0.018589,0.011082,0.012429,0.012337,0.8559,0.8294,0.8221,0.706442,0.628264,0.616668,0.072,0.145,0.437,0.113,3.182,0.58,42.587989,0.8301,0.628931,0.000508,0.005998,0.034537,0.079818,0.070331,0.035375,0.017312,0.010722,0.007936,0.006365,0.006429,0.010707,0.024466,0.041957,0.051667,0.064805,0.081431,0.074599,0.040932,0.013622,0.00288,0.000393,-60.47997,-16.46299,-178.11927,-48.48509,1.533354,0.162393,0.194234,0.263182,0.455593,2.581779
beijing,2002/7/7,1.4186,1.4669,1.4963,1.5001,0.019578,0.010881,0.010791,0.009999,0.8662,0.8528,0.8517,0.698845,0.624498,0.613031,0.062,0.144,0.448,0.104,3.18,0.573,14.211409,0.8369,0.624367,0.000417,0.006624,0.035173,0.065182,0.05424,0.030524,0.016337,0.009615,0.006398,0.005193,0.006007,0.010758,0.022763,0.03631,0.045322,0.06019,0.078857,0.071386,0.035988,0.010769,0.002226,0.000345,-64.36257,-18.45486,-198.10997,-56.80464,1.598685,0.152648,0.183902,0.251305,0.435994,2.58501
beijing,2002/7/7,1.5075,1.5407,1.5548,1.5527,0.01768,0.012792,0.011446,0.009937,0.8697,0.8604,0.8625,0.691494,0.623891,0.609637,0.042,0.152,0.464,0.09,3.247,0.581,10.613468,0.8695,0.61615,0.000489,0.005003,0.02027,0.036108,0.036444,0.026191,0.014862,0.007659,0.004639,0.004084,0.005556,0.01015,0.018451,0.027564,0.037952,0.053549,0.067591,0.060356,0.0338,0.011628,0.002423,0.000302,-63.15027,-17.24728,-210.51766,-57.49552,1.787647,0.130709,0.162877,0.230287,0.401639,2.587144
beijing,2002/7/8,1.4995,1.5341,1.5437,1.5431,0.017708,0.013443,0.010995,0.009889,0.8663,0.864,0.8632,0.69295,0.624151,0.610298,0.043,0.152,0.466,0.087,3.249,0.578,8.591212,0.8697,0.616227,0.00054,0.005151,0.020509,0.037058,0.037607,0.026763,0.015307,0.008158,0.004983,0.004174,0.005236,0.009159,0.01718,0.026808,0.037221,0.052364,0.065612,0.057644,0.031724,0.011063,0.002511,0.000375,-63.48368,-15.55667,-211.84897,-51.91357,1.896724,0.126243,0.160498,0.230853,0.401482,2.583495
beijing,2002/7/8,1.4892,1.5189,1.5354,1.5281,0.020275,0.016134,0.014701,0.012726,0.85,0.8383,0.8418,0.703831,0.631025,0.607848,0.065,0.159,0.451,0.12,3.238,0.552,12.584549,0.8622,0.612651,0.000555,0.00582,0.025426,0.05088,0.05882,0.046901,0.026674,0.013031,0.007271,0.005614,0.006535,0.011236,0.022238,0.036339,0.051254,0.076089,0.101167,0.083472,0.037519,0.011096,0.002751,0.000643,-92.66306,-21.12346,-205.85631,-46.92697,1.986271,0.188814,0.239948,0.342945,0.603669,2.507178
beijing,2002/7/8,1.4297,1.453,1.4604,1.4514,0.012143,0.007695,0.010593,0.011573,0.9313,0.903,0.8898,0.741067,0.68614,0.665793,0.182,0.243,0.628,0.135,3.082,0.472,35.636802,0.9064,0.662152,0.001332,0.005794,0.024185,0.076381,0.126556,0.105673,0.074779,0.073135,0.07985,0.058812,0.032296,0.023394,0.027531,0.043242,0.074862,0.118069,0.121416,0.066179,0.023474,0.0078,0.002926,0.001257,-119.35909,-42.84266,-115.75798,-41.55008,2.359729,0.481105,0.601067,0.828173,1.297041,3.386087
beijing,2002/7/8,1.4336,1.4522,1.4608,1.455,0.011053,0.006672,0.008102,0.007909,0.9385,0.9219,0.918,0.734139,0.681133,0.656011,0.181,0.234,0.607,0.137,2.973,0.44,61.314035,0.9137,0.647257,0.001149,0.006367,0.027748,0.079641,0.121087,0.106328,0.083548,0.081458,0.077741,0.048013,0.024517,0.01824,0.024432,0.046588,0.091328,0.138237,0.118322,0.051478,0.016035,0.005537,0.002612,0.001725,-139.44623,-50.14596,-132.76557,-47.74354,2.374836,0.470902,0.593977,0.832284,1.332721,3.580711
